# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
0.76002347      	smoothSolver	1.67396380e-04	3.26533290e-10	3	8.17707590e-04	2.91325530e-09	3	9.34127380e-04	9.02722890e-09	3	false	GAMG	8.05114400e-04	6.19962840e-06	4	true
0.76171675      	smoothSolver	1.67165200e-04	3.24856790e-10	3	8.15868520e-04	2.90107650e-09	3	8.83813260e-04	8.97629130e-09	3	false	GAMG	7.75761500e-04	6.76486080e-06	4	true
0.76341024      	smoothSolver	1.66956810e-04	3.23358830e-10	3	8.14316920e-04	2.89013060e-09	3	9.43824730e-04	8.97926850e-09	3	false	GAMG	6.65769180e-04	5.89458540e-06	4	true
0.76510393      	smoothSolver	1.66736500e-04	3.21821250e-10	3	8.12644200e-04	2.87843550e-09	3	9.15333480e-04	8.92860100e-09	3	false	GAMG	7.11470370e-04	6.65262100e-06	4	true
0.76679783      	smoothSolver	1.66527760e-04	3.20350430e-10	3	8.11109880e-04	2.86756060e-09	3	8.77551220e-04	8.87549820e-09	3	false	GAMG	6.20236720e-04	5.82274520e-06	4	true
0.76849193      	smoothSolver	1.66307690e-04	3.18832840e-10	3	8.09463570e-04	2.85589950e-09	3	8.66131580e-04	8.84169680e-09	3	false	GAMG	6.29991870e-04	5.83455270e-06	4	true
0.77018623      	smoothSolver	1.66086960e-04	3.17318480e-10	3	8.07814870e-04	2.84420840e-09	3	8.60706630e-04	8.79187900e-09	3	false	GAMG	6.53631540e-04	5.87226480e-06	4	true
0.77188073      	smoothSolver	1.65873350e-04	3.15818740e-10	3	8.06126010e-04	2.83255410e-09	3	8.56974580e-04	8.76756230e-09	3	false	GAMG	6.06336810e-04	5.81033320e-06	4	true
0.77357544      	smoothSolver	1.65657560e-04	3.14323220e-10	3	8.04490780e-04	2.82095890e-09	3	8.54888690e-04	8.74062980e-09	3	false	GAMG	6.10493940e-04	5.78311750e-06	4	true
0.77527034      	smoothSolver	1.65442250e-04	3.12840890e-10	3	8.02855240e-04	2.80937210e-09	3	8.77661650e-04	8.99068580e-09	3	false	GAMG	6.21341430e-04	5.85407600e-06	4	true
0.77696544      	smoothSolver	1.65227540e-04	3.11365070e-10	3	8.01232050e-04	2.79786930e-09	3	9.20870020e-04	9.57481210e-09	3	false	GAMG	6.15828640e-04	5.90688730e-06	4	true
0.77866074      	smoothSolver	1.65013080e-04	3.09896700e-10	3	7.99615170e-04	2.78671280e-09	3	8.52441170e-04	8.65406360e-09	3	false	GAMG	6.25757110e-04	5.81463930e-06	4	true
0.78035623      	smoothSolver	1.64800410e-04	3.08432520e-10	3	7.97991260e-04	2.77525930e-09	3	8.52858610e-04	8.70251340e-09	3	false	GAMG	6.69677480e-04	5.84798720e-06	4	true
0.78205192      	smoothSolver	1.64587980e-04	3.07023570e-10	3	7.96407470e-04	2.76373460e-09	3	9.57246450e-04	9.77644810e-09	3	false	GAMG	6.78939510e-04	5.96073780e-06	4	true
0.78374781      	smoothSolver	1.64378600e-04	3.05588980e-10	3	7.94800430e-04	2.75298500e-09	3	8.75424550e-04	8.99340240e-09	3	false	GAMG	6.45524630e-04	5.79004420e-06	4	true
0.78544388      	smoothSolver	1.64171470e-04	3.04178890e-10	3	7.93207180e-04	2.74146980e-09	3	9.65422040e-04	9.97643780e-09	3	false	GAMG	7.02107410e-04	5.92746090e-06	4	true
0.78714016      	smoothSolver	1.63966370e-04	3.02756950e-10	3	7.91567230e-04	2.73053250e-09	3	9.45995570e-04	9.54076250e-09	3	false	GAMG	6.56120370e-04	6.01166950e-06	4	true
0.78883662      	smoothSolver	1.63759150e-04	3.01357880e-10	3	7.90004610e-04	2.71970270e-09	3	8.51223070e-04	8.55470210e-09	3	false	GAMG	6.57295640e-04	5.93230250e-06	4	true
0.79053327      	smoothSolver	1.63553370e-04	2.99947850e-10	3	7.88416450e-04	2.70854120e-09	3	8.63621920e-04	8.79186840e-09	3	false	GAMG	7.06921790e-04	6.36529810e-06	4	true
0.79223012      	smoothSolver	1.63352080e-04	2.98586380e-10	3	7.86908060e-04	2.69784660e-09	3	9.51350440e-04	9.00732550e-09	3	false	GAMG	7.07251260e-04	5.88726480e-06	4	true
0.79392715      	smoothSolver	1.63140950e-04	2.97191860e-10	3	7.85249420e-04	2.68627850e-09	3	9.28050030e-04	8.72415570e-09	3	false	GAMG	8.19970480e-04	6.36648020e-06	4	true
0.79562437      	smoothSolver	1.62929160e-04	2.95797910e-10	3	7.83553170e-04	2.67446760e-09	3	9.06870040e-04	8.63883400e-09	3	false	GAMG	6.60981650e-04	5.96292210e-06	4	true
0.79732178      	smoothSolver	1.62717170e-04	2.94413090e-10	3	7.81902650e-04	2.66288780e-09	3	8.84529040e-04	8.60463850e-09	3	false	GAMG	7.51083670e-04	6.38710200e-06	4	true
0.79901938      	smoothSolver	1.62502590e-04	2.93028950e-10	3	7.80225300e-04	2.65116120e-09	3	8.50886460e-04	8.70877830e-09	3	false	GAMG	6.07959070e-04	5.96827000e-06	4	true
0.80071716      	smoothSolver	1.62302310e-04	2.91709480e-10	3	7.78688620e-04	2.64056190e-09	3	8.34638350e-04	8.77747300e-09	3	false	GAMG	6.10665090e-04	5.96622880e-06	4	true
0.80241513      	smoothSolver	1.62101870e-04	2.90410210e-10	3	7.77192710e-04	2.62997370e-09	3	8.35166710e-04	8.72562480e-09	3	false	GAMG	6.38678400e-04	5.88736810e-06	4	true
0.80411328      	smoothSolver	1.61894340e-04	2.89081920e-10	3	7.75560540e-04	2.61899440e-09	3	8.16620840e-04	8.66204210e-09	3	false	GAMG	6.29944990e-04	5.94241960e-06	4	true
0.80581162      	smoothSolver	1.61700630e-04	2.87795750e-10	3	7.74073300e-04	2.60838530e-09	3	8.07344260e-04	8.62472610e-09	3	false	GAMG	6.43773200e-04	5.94240340e-06	4	true
0.80751014      	smoothSolver	1.61484700e-04	2.86435800e-10	3	7.72343500e-04	2.59680820e-09	3	8.01365210e-04	8.61762950e-09	3	false	GAMG	7.05758080e-04	6.12182820e-06	4	true
0.80920884      	smoothSolver	1.61280370e-04	2.85135370e-10	3	7.70787100e-04	2.58591800e-09	3	7.95260890e-04	8.55709920e-09	3	false	GAMG	7.12344330e-04	6.67043180e-06	4	true
0.81090772      	smoothSolver	1.61114590e-04	2.83998820e-10	3	7.69641340e-04	2.57678570e-09	3	7.95485590e-04	8.51210070e-09	3	false	GAMG	6.01737320e-04	5.98037010e-06	4	true
0.81260678      	smoothSolver	1.60927750e-04	2.82763860e-10	3	7.68250040e-04	2.56671030e-09	3	7.90527680e-04	8.42096480e-09	3	false	GAMG	5.77287060e-04	2.59560030e-06	5	true
0.81430602      	smoothSolver	1.60735260e-04	2.81511280e-10	3	7.66747950e-04	2.55621690e-09	3	7.86200770e-04	8.38514210e-09	3	false	GAMG	5.54256480e-04	2.58430940e-06	5	true
0.81600544      	smoothSolver	1.60540060e-04	2.80259680e-10	3	7.65253140e-04	2.54568100e-09	3	7.83255110e-04	8.42549870e-09	3	false	GAMG	5.53856090e-04	2.58677870e-06	5	true
0.81770503      	smoothSolver	1.60345010e-04	2.79015440e-10	3	7.63759270e-04	2.53515270e-09	3	7.80418330e-04	8.40685830e-09	3	false	GAMG	5.55958060e-04	2.58958620e-06	5	true
0.81940481      	smoothSolver	1.60150100e-04	2.77782940e-10	3	7.62272820e-04	2.52464450e-09	3	7.77866670e-04	8.37067410e-09	3	false	GAMG	5.62753170e-04	2.59091250e-06	5	true
0.82110476      	smoothSolver	1.59956310e-04	2.76561590e-10	3	7.60795050e-04	2.51416840e-09	3	8.01579630e-04	8.59660880e-09	3	false	GAMG	5.79231950e-04	5.76609220e-06	4	true
0.82280488      	smoothSolver	1.59762530e-04	2.75328890e-10	3	7.59292640e-04	2.50366990e-09	3	7.79961670e-04	8.21163690e-09	3	false	GAMG	5.98948680e-04	5.95845340e-06	4	true
0.82450518      	smoothSolver	1.59566810e-04	2.74092220e-10	3	7.57808900e-04	2.49349160e-09	3	7.83694030e-04	8.17766050e-09	3	false	GAMG	6.10908430e-04	5.75123090e-06	4	true
0.82620566      	smoothSolver	1.59378720e-04	2.72884110e-10	3	7.56292280e-04	2.48303520e-09	3	7.76472170e-04	7.97967550e-09	3	false	GAMG	5.93383760e-04	5.88093120e-06	4	true
0.8279063       	smoothSolver	1.59187040e-04	2.71681440e-10	3	7.54828470e-04	2.47303190e-09	3	7.74869880e-04	8.06471600e-09	3	false	GAMG	5.84412440e-04	5.76876480e-06	4	true
0.82960712      	smoothSolver	1.59001700e-04	2.70495760e-10	3	7.53333450e-04	2.46272110e-09	3	7.86482590e-04	8.20854770e-09	3	false	GAMG	5.73619230e-04	5.65299990e-06	4	true
0.83130812      	smoothSolver	1.58815170e-04	2.69320220e-10	3	7.51855110e-04	2.45234130e-09	3	7.72191680e-04	7.97204360e-09	3	false	GAMG	6.03070120e-04	2.79833690e-06	5	true
0.83300928      	smoothSolver	1.58628710e-04	2.68151430e-10	3	7.50423730e-04	2.44237660e-09	3	7.78381620e-04	7.93845700e-09	3	false	GAMG	6.10894770e-04	5.77408370e-06	4	true
0.8347106       	smoothSolver	1.58440790e-04	2.66965900e-10	3	7.48931550e-04	2.43200950e-09	3	8.22734620e-04	8.36395200e-09	3	false	GAMG	6.17551600e-04	5.87459530e-06	4	true
0.83641209      	smoothSolver	1.58253150e-04	2.65787990e-10	3	7.47424110e-04	2.42193200e-09	3	8.60217620e-04	8.64714640e-09	3	false	GAMG	5.96445670e-04	5.95771280e-06	4	true
0.83811375      	smoothSolver	1.58066740e-04	2.64635770e-10	3	7.45983250e-04	2.41223110e-09	3	8.02801460e-04	8.08544980e-09	3	false	GAMG	6.13790600e-04	5.78871220e-06	4	true
0.83981556      	smoothSolver	1.57878090e-04	2.63425550e-10	3	7.44486310e-04	2.40196720e-09	3	7.63837050e-04	7.63119770e-09	3	false	GAMG	5.79095360e-04	5.76936150e-06	4	true
0.84151754      	smoothSolver	1.57692610e-04	2.62278990e-10	3	7.43021980e-04	2.39185550e-09	3	7.81540120e-04	7.71815860e-09	3	false	GAMG	5.84210100e-04	5.76951230e-06	4	true
0.84321969      	smoothSolver	1.57508810e-04	2.61148870e-10	3	7.41560350e-04	2.38171540e-09	3	7.54533550e-04	7.59090170e-09	3	false	GAMG	5.99175930e-04	5.79689370e-06	4	true
0.84492199      	smoothSolver	1.57326080e-04	2.60029480e-10	3	7.40087560e-04	2.37156780e-09	3	7.42978400e-04	7.48591770e-09	3	false	GAMG	6.25921500e-04	5.83768000e-06	4	true
0.84662445      	smoothSolver	1.57143350e-04	2.58914580e-10	3	7.38617680e-04	2.36138220e-09	3	7.31701410e-04	7.46423300e-09	3	false	GAMG	6.36549720e-04	6.01492620e-06	4	true
0.84832708      	smoothSolver	1.56956310e-04	2.57738510e-10	3	7.37159920e-04	2.35172760e-09	3	7.92314560e-04	7.47684590e-09	3	false	GAMG	6.97411210e-04	6.48014110e-06	4	true
0.85002986      	smoothSolver	1.56793320e-04	2.56754830e-10	3	7.35873910e-04	2.34265900e-09	3	7.30348190e-04	7.43765320e-09	3	false	GAMG	5.92468110e-04	5.81060920e-06	4	true
0.85173281      	smoothSolver	1.56615500e-04	2.55711740e-10	3	7.34448890e-04	2.33260150e-09	3	7.26140150e-04	7.39116560e-09	3	false	GAMG	7.08932650e-04	3.43074610e-06	5	true
0.85343591      	smoothSolver	1.56460910e-04	2.54791910e-10	3	7.33387350e-04	2.32477140e-09	3	8.44004740e-04	7.68906990e-09	3	false	GAMG	6.30339890e-04	6.19425210e-06	4	true
0.85513917      	smoothSolver	1.56281020e-04	2.53684600e-10	3	7.32013750e-04	2.31568440e-09	3	7.53711580e-04	7.81102760e-09	3	false	GAMG	6.15880480e-04	5.94135950e-06	4	true
0.85684258      	smoothSolver	1.56097680e-04	2.52552650e-10	3	7.30532110e-04	2.30618670e-09	3	8.80786540e-04	7.82057600e-09	3	false	GAMG	6.60837720e-04	3.13820340e-06	5	true
0.85854616      	smoothSolver	1.55936760e-04	2.51617510e-10	3	7.29320150e-04	2.29749660e-09	3	7.36940350e-04	7.62213530e-09	3	false	GAMG	5.91672510e-04	5.68404120e-06	4	true
0.86024989      	smoothSolver	1.55753110e-04	2.50524320e-10	3	7.27812140e-04	2.28758030e-09	3	7.26639200e-04	7.63020290e-09	3	false	GAMG	5.77815420e-04	5.74583810e-06	4	true
0.86195377      	smoothSolver	1.55570160e-04	2.49404410e-10	3	7.26312670e-04	2.27792300e-09	3	7.20976640e-04	7.52879850e-09	3	false	GAMG	5.37586870e-04	2.66974710e-06	5	true
0.86365781      	smoothSolver	1.55390790e-04	2.48355950e-10	3	7.24860600e-04	2.26819300e-09	3	7.25342530e-04	7.69314180e-09	3	false	GAMG	5.85472660e-04	5.79759610e-06	4	true
0.86536201      	smoothSolver	1.55204880e-04	2.47293840e-10	3	7.23339300e-04	2.25819780e-09	3	7.26967790e-04	7.92390350e-09	3	false	GAMG	5.98947360e-04	5.94213080e-06	4	true
0.86706636      	smoothSolver	1.55032580e-04	2.46290900e-10	3	7.21952370e-04	2.24881330e-09	3	7.21313270e-04	7.81693540e-09	3	false	GAMG	7.26568160e-04	6.55706040e-06	4	true
0.86877087      	smoothSolver	1.54842350e-04	2.45207550e-10	3	7.20322110e-04	2.23857770e-09	3	7.26627090e-04	7.78766420e-09	3	false	GAMG	7.25626670e-04	3.58853040e-06	5	true
0.87047552      	smoothSolver	1.54713120e-04	2.44392790e-10	3	7.19496330e-04	2.23120840e-09	3	7.27931460e-04	7.71673160e-09	3	false	GAMG	6.05239030e-04	5.87194740e-06	4	true
0.87218033      	smoothSolver	1.54549250e-04	2.43520820e-10	3	7.18232820e-04	2.22208040e-09	3	7.37989490e-04	7.79134130e-09	3	false	GAMG	5.86740730e-04	2.74454670e-06	5	true
0.8738853       	smoothSolver	1.54379270e-04	2.42493540e-10	3	7.16800310e-04	2.21315070e-09	3	7.12186110e-04	7.47579160e-09	3	false	GAMG	5.14362330e-04	2.72766410e-06	5	true
0.87559041      	smoothSolver	1.54210400e-04	2.41523190e-10	3	7.15432050e-04	2.20397500e-09	3	7.21504900e-04	7.44206230e-09	3	false	GAMG	5.20598850e-04	2.73712190e-06	5	true
0.87729568      	smoothSolver	1.54042190e-04	2.40567960e-10	3	7.14071700e-04	2.19481770e-09	3	7.62270540e-04	7.86064100e-09	3	false	GAMG	5.29512560e-04	2.80105570e-06	5	true
0.87900109      	smoothSolver	1.53873660e-04	2.39618530e-10	3	7.12721720e-04	2.18599630e-09	3	7.37029520e-04	7.72968850e-09	3	false	GAMG	5.38468860e-04	2.69078360e-06	5	true
0.88070666      	smoothSolver	1.53706070e-04	2.38673190e-10	3	7.11351210e-04	2.17660050e-09	3	7.19375060e-04	7.52860410e-09	3	false	GAMG	5.28707070e-04	2.82276640e-06	5	true
0.88241238      	smoothSolver	1.53538730e-04	2.37734910e-10	3	7.10006320e-04	2.16772210e-09	3	7.27840800e-04	7.65264740e-09	3	false	GAMG	5.11796980e-04	2.76565960e-06	5	true
0.88411825      	smoothSolver	1.53372590e-04	2.36824070e-10	3	7.08670310e-04	2.15879140e-09	3	7.26835940e-04	7.39962790e-09	3	false	GAMG	5.47049020e-04	2.75960970e-06	5	true
0.88582427      	smoothSolver	1.53206050e-04	2.35919750e-10	3	7.07340750e-04	2.14970480e-09	3	7.97685740e-04	7.90172450e-09	3	false	GAMG	5.54270360e-04	2.85259780e-06	5	true
0.88753043      	smoothSolver	1.53042650e-04	2.35023340e-10	3	7.05995370e-04	2.14117300e-09	3	7.45697190e-04	7.40823680e-09	3	false	GAMG	5.35054000e-04	2.68347060e-06	5	true
0.88923675      	smoothSolver	1.52881410e-04	2.34142720e-10	3	7.04621380e-04	2.13215140e-09	3	7.54723200e-04	7.76902620e-09	3	false	GAMG	5.15568390e-04	2.85198060e-06	5	true
0.89094321      	smoothSolver	1.52715580e-04	9.97418410e-09	2	7.03294200e-04	2.12355820e-09	3	7.54465630e-04	7.59409680e-09	3	false	GAMG	5.14821680e-04	2.81049000e-06	5	true
0.89264982      	smoothSolver	1.52552200e-04	9.93813970e-09	2	7.01977460e-04	2.11481370e-09	3	7.56539290e-04	7.33853230e-09	3	false	GAMG	5.21818930e-04	2.76596410e-06	5	true
0.89435658      	smoothSolver	1.52392660e-04	9.90281670e-09	2	7.00628580e-04	2.10605370e-09	3	7.11576090e-04	7.09268260e-09	3	false	GAMG	4.90587970e-04	2.78248410e-06	5	true
0.89606349      	smoothSolver	1.52231990e-04	9.86753490e-09	2	6.99310680e-04	2.09736590e-09	3	6.98301790e-04	7.04054330e-09	3	false	GAMG	4.95548180e-04	2.79674550e-06	5	true
0.89777055      	smoothSolver	1.52072240e-04	9.83260770e-09	2	6.98009110e-04	2.08872630e-09	3	6.93165910e-04	6.99001610e-09	3	false	GAMG	4.97625290e-04	2.79823810e-06	5	true
0.89947775      	smoothSolver	1.51912350e-04	9.79769050e-09	2	6.96690330e-04	2.08014340e-09	3	6.85440130e-04	6.95674490e-09	3	false	GAMG	5.02298350e-04	2.80575610e-06	5	true
0.90118509      	smoothSolver	1.51753950e-04	9.76340210e-09	2	6.95370120e-04	2.07158880e-09	3	6.82401610e-04	6.91359180e-09	3	false	GAMG	4.87717660e-04	2.80255620e-06	5	true
0.90289259      	smoothSolver	1.51595930e-04	9.72920430e-09	2	6.94061630e-04	2.06308880e-09	3	6.77146760e-04	6.65061810e-09	3	false	GAMG	4.89975660e-04	2.81354590e-06	5	true
0.90460023      	smoothSolver	1.51438380e-04	9.69527240e-09	2	6.92768180e-04	2.05462850e-09	3	7.02392380e-04	6.60518760e-09	3	false	GAMG	4.86209920e-04	2.80802250e-06	5	true
0.90630801      	smoothSolver	1.51281470e-04	9.66167620e-09	2	6.91469610e-04	2.04618860e-09	3	6.81321000e-04	6.53828500e-09	3	false	GAMG	4.97905980e-04	2.81378600e-06	5	true
0.90801594      	smoothSolver	1.51125490e-04	9.62832110e-09	2	6.90175090e-04	2.03780270e-09	3	6.76183590e-04	6.50740750e-09	3	false	GAMG	4.95199320e-04	2.82450480e-06	5	true
0.90972401      	smoothSolver	1.50970100e-04	9.59516860e-09	2	6.88880740e-04	2.02944340e-09	3	6.75814400e-04	6.45329290e-09	3	false	GAMG	4.91610230e-04	2.80776990e-06	5	true
0.91143223      	smoothSolver	1.50816090e-04	9.56233210e-09	2	6.87584710e-04	2.02113380e-09	3	6.69443280e-04	6.43027290e-09	3	false	GAMG	4.88467830e-04	2.82349600e-06	5	true
0.9131406       	smoothSolver	1.50661630e-04	9.52966590e-09	2	6.86298350e-04	2.01286080e-09	3	6.64379050e-04	6.38528310e-09	3	false	GAMG	4.98995260e-04	2.82237730e-06	5	true
0.91484911      	smoothSolver	1.50506560e-04	9.49653430e-09	2	6.84990980e-04	2.00465150e-09	3	6.62222470e-04	6.36747330e-09	3	false	GAMG	5.05466770e-04	2.83544330e-06	5	true
0.91655776      	smoothSolver	1.50351920e-04	9.46369940e-09	2	6.83693100e-04	1.99644230e-09	3	6.59179680e-04	6.32439420e-09	3	false	GAMG	5.62637800e-04	2.88382190e-06	5	true
0.91826655      	smoothSolver	1.50203620e-04	9.43547430e-09	2	6.82481520e-04	1.98810570e-09	3	6.61189110e-04	6.30900590e-09	3	false	GAMG	4.89407210e-04	2.81078210e-06	5	true
0.91997549      	smoothSolver	1.50053910e-04	9.40439520e-09	2	6.81209500e-04	1.98000910e-09	3	6.59914500e-04	6.34858770e-09	3	false	GAMG	4.74378670e-04	2.82503750e-06	5	true
0.92168457      	smoothSolver	1.49902770e-04	9.37308230e-09	2	6.79931950e-04	1.97191460e-09	3	6.53154700e-04	6.24453320e-09	3	false	GAMG	4.84602900e-04	2.81763640e-06	5	true
0.9233938       	smoothSolver	1.49751000e-04	9.34189750e-09	2	6.78643310e-04	1.96377740e-09	3	6.59974590e-04	6.35005680e-09	3	false	GAMG	5.29364630e-04	2.80708640e-06	5	true
0.92510316      	smoothSolver	1.49593030e-04	9.30992070e-09	2	6.77286570e-04	1.95533820e-09	3	6.73609680e-04	6.31125460e-09	3	false	GAMG	5.36940730e-04	2.88667400e-06	5	true
0.92681267      	smoothSolver	1.49448070e-04	9.28083290e-09	2	6.76099380e-04	1.94756540e-09	3	6.62111810e-04	6.20094370e-09	3	false	GAMG	6.03471620e-04	6.01667830e-06	4	true
0.92852233      	smoothSolver	1.49300050e-04	9.25056270e-09	2	6.74833790e-04	1.93976350e-09	3	6.59570960e-04	6.25038270e-09	3	false	GAMG	5.26150500e-04	2.93298480e-06	5	true
0.93023212      	smoothSolver	1.49158300e-04	9.22111100e-09	2	6.73654650e-04	1.93208400e-09	3	6.63563460e-04	6.31412720e-09	3	false	GAMG	5.12253300e-04	2.95003970e-06	5	true
0.93194206      	smoothSolver	1.49019950e-04	9.19299060e-09	2	6.72537350e-04	1.92462730e-09	3	6.68006310e-04	6.39155560e-09	3	false	GAMG	4.85557380e-04	2.86612000e-06	5	true
0.93365214      	smoothSolver	1.48875720e-04	9.16470620e-09	2	6.71339760e-04	1.91686070e-09	3	6.76287160e-04	6.30269090e-09	3	false	GAMG	5.10187270e-04	2.87960810e-06	5	true
0.93536236      	smoothSolver	1.48729830e-04	9.13637530e-09	2	6.70113460e-04	1.90909010e-09	3	6.85242370e-04	6.27743890e-09	3	false	GAMG	5.32454180e-04	2.81535890e-06	5	true
0.93707272      	smoothSolver	1.48581520e-04	9.10591620e-09	2	6.68842550e-04	1.90127550e-09	3	6.43298280e-04	6.15910290e-09	3	false	GAMG	5.23171250e-04	2.91737210e-06	5	true
0.93878322      	smoothSolver	1.48435700e-04	9.07742200e-09	2	6.67634140e-04	1.89360990e-09	3	6.48272810e-04	6.15073750e-09	3	false	GAMG	5.14213040e-04	2.92653140e-06	5	true
0.94049386      	smoothSolver	1.48290440e-04	9.04927970e-09	2	6.66393640e-04	1.88613080e-09	3	6.67526850e-04	6.07332660e-09	3	false	GAMG	4.73997980e-04	2.83486500e-06	5	true
0.94220464      	smoothSolver	1.48144950e-04	9.02124630e-09	2	6.65151670e-04	1.87839770e-09	3	6.46934780e-04	6.11408870e-09	3	false	GAMG	4.75605480e-04	2.83359630e-06	5	true
0.94391557      	smoothSolver	1.48001200e-04	8.99360270e-09	2	6.63925780e-04	1.87058060e-09	3	6.84402790e-04	6.45390020e-09	3	false	GAMG	4.86253810e-04	2.92987120e-06	5	true
0.94562663      	smoothSolver	1.47855420e-04	8.96601080e-09	2	6.62724450e-04	1.86316860e-09	3	6.64299400e-04	6.17932420e-09	3	false	GAMG	4.87156530e-04	2.81762540e-06	5	true
0.94733784      	smoothSolver	1.47712440e-04	8.93895010e-09	2	6.61510430e-04	1.85552530e-09	3	6.60819680e-04	6.30439190e-09	3	false	GAMG	4.85053540e-04	2.86238750e-06	5	true
0.94904918      	smoothSolver	1.47570870e-04	8.91203520e-09	2	6.60276530e-04	1.84793990e-09	3	6.60181370e-04	6.02651160e-09	3	false	GAMG	4.69001570e-04	2.85553130e-06	5	true
0.95076067      	smoothSolver	1.47429070e-04	8.88525710e-09	2	6.59055710e-04	1.84034530e-09	3	6.75183310e-04	6.25408480e-09	3	false	GAMG	4.55450760e-04	2.86274920e-06	5	true
0.95247229      	smoothSolver	1.47287510e-04	8.85865260e-09	2	6.57859420e-04	1.83278130e-09	3	6.27263520e-04	5.93875030e-09	3	false	GAMG	4.64399630e-04	2.87346210e-06	5	true
0.95418405      	smoothSolver	1.47145830e-04	8.83229710e-09	2	6.56674320e-04	1.82530190e-09	3	6.37621460e-04	6.19438210e-09	3	false	GAMG	4.83400810e-04	2.84411350e-06	5	true
0.95589596      	smoothSolver	1.47005860e-04	8.80632470e-09	2	6.55476040e-04	1.81788120e-09	3	6.30031610e-04	6.11867930e-09	3	false	GAMG	4.77662470e-04	2.87762150e-06	5	true
0.957608        	smoothSolver	1.46863790e-04	8.77969570e-09	2	6.54256620e-04	1.81043730e-09	3	6.68640050e-04	6.26580240e-09	3	false	GAMG	4.58979570e-04	2.86909320e-06	5	true
0.95932018      	smoothSolver	1.46724150e-04	8.75368620e-09	2	6.53051530e-04	1.80299440e-09	3	6.15510500e-04	5.76850490e-09	3	false	GAMG	4.61846200e-04	2.87696310e-06	5	true
0.9610325       	smoothSolver	1.46585440e-04	8.72835540e-09	2	6.51866990e-04	1.79567500e-09	3	6.17608540e-04	5.94258780e-09	3	false	GAMG	4.68119700e-04	2.86976130e-06	5	true
0.96274496      	smoothSolver	1.46446260e-04	8.70306450e-09	2	6.50691290e-04	1.78836210e-09	3	6.13629990e-04	5.92881390e-09	3	false	GAMG	4.69192170e-04	2.85604270e-06	5	true
0.96445755      	smoothSolver	1.46310260e-04	8.67785340e-09	2	6.49498350e-04	1.78103880e-09	3	6.10930250e-04	5.89099360e-09	3	false	GAMG	4.50982980e-04	2.86209620e-06	5	true
0.96617029      	smoothSolver	1.46172810e-04	8.65267630e-09	2	6.48315520e-04	1.77375770e-09	3	6.17570940e-04	5.85203610e-09	3	false	GAMG	4.65597670e-04	2.85607530e-06	5	true
0.96788316      	smoothSolver	1.46035540e-04	8.62783720e-09	2	6.47144470e-04	1.76651290e-09	3	6.08605630e-04	5.83258490e-09	3	false	GAMG	4.80678720e-04	2.86557140e-06	5	true
0.96959617      	smoothSolver	1.45901240e-04	8.60346860e-09	2	6.45979860e-04	1.75924240e-09	3	6.06526920e-04	5.78265970e-09	3	false	GAMG	4.80478940e-04	2.88350950e-06	5	true
0.97130932      	smoothSolver	1.45762540e-04	8.57829290e-09	2	6.44805540e-04	1.75200680e-09	3	6.07301470e-04	5.79550850e-09	3	false	GAMG	4.80329220e-04	2.86271610e-06	5	true
0.9730226       	smoothSolver	1.45625730e-04	8.55325730e-09	2	6.43607650e-04	1.74471730e-09	3	6.27300830e-04	5.83502190e-09	3	false	GAMG	4.56678580e-04	2.86981130e-06	5	true
0.97473603      	smoothSolver	1.45487330e-04	8.52850950e-09	2	6.42427060e-04	1.73761170e-09	3	6.15633090e-04	5.84733410e-09	3	false	GAMG	4.58525830e-04	2.87131120e-06	5	true
0.97644959      	smoothSolver	1.45352250e-04	8.50443800e-09	2	6.41295060e-04	1.73048890e-09	3	6.10543170e-04	5.85917100e-09	3	false	GAMG	4.61034800e-04	2.81811300e-06	5	true
0.97816328      	smoothSolver	1.45217970e-04	8.48058850e-09	2	6.40153820e-04	1.72335450e-09	3	6.34642660e-04	6.12405180e-09	3	false	GAMG	4.50095750e-04	2.88584990e-06	5	true
0.97987712      	smoothSolver	1.45082300e-04	8.45649070e-09	2	6.39016510e-04	1.71635180e-09	3	6.05762750e-04	5.74567150e-09	3	false	GAMG	4.50104230e-04	2.85379450e-06	5	true
0.98159109      	smoothSolver	1.44947430e-04	8.43254860e-09	2	6.37871690e-04	1.70925410e-09	3	5.97232870e-04	5.66579340e-09	3	false	GAMG	4.60030880e-04	2.83455940e-06	5	true
0.98330519      	smoothSolver	1.44812570e-04	8.40872690e-09	2	6.36701660e-04	1.70208670e-09	3	6.14136540e-04	5.78137180e-09	3	false	GAMG	4.78012190e-04	2.85112490e-06	5	true
0.98501944      	smoothSolver	1.44675870e-04	8.38484010e-09	2	6.35537720e-04	1.69494710e-09	3	6.11915220e-04	5.71116910e-09	3	false	GAMG	5.24478830e-04	2.81473380e-06	5	true
0.98673382      	smoothSolver	1.44537700e-04	8.36097070e-09	2	6.34302370e-04	1.68746890e-09	3	6.06600330e-04	5.61488280e-09	3	false	GAMG	5.27217280e-04	2.88425630e-06	5	true
