run,model,window,n_force,n_thermal_times,Cd_mean,Cl_mean,Cl_rms,f_peak_Hz,f_fft_Hz,St,T_out_K,T_out_std_K,Q_total_W,Q_total_std_W,Nu_EB_LMTD,Nu_EB_LMTD_std,Cd_diff_pct_vs_run004b,Cl_rms_diff_pct_vs_run004b,St_diff_pct_vs_run004b,T_out_diff_K_vs_run004b,Q_diff_pct_vs_run004b,Nu_diff_pct_vs_run004b
run004b,Boussinesq_const,t = 0.5..2 s,631,16,3.361209000237718,2.510763046719493,0.17669762793028465,3.2537893851972863,3.3353524667739647,0.1545314941321385,305.61533950512455,0.9743286409847953,1.4642918997483976,0.11009524631503653,7.7331434932146585,0.6557766307463928,,,,,,
run007a,incompressiblePerfectGas_sutherland,t = 0.5..2 s,613,16,3.473618629331158,2.5229578139641107,0.17897880182001188,3.244122392896377,3.335080693277905,0.15407238182117594,308.9342622992431,0.9900286964009503,1.853412125350425,0.11068091292482944,10.224915136073705,0.7271798053843153,3.344321316689618,1.2910042519796938,-0.2970995094177954,3.318922794118521,26.57395193327834,32.22197603142134
run004b,Boussinesq_const,t = 1..2 s,420,11,3.362182192214286,2.507609556214286,0.20246731768988316,3.2299338381967555,3.007607442264467,0.15339852795488607,305.8803214787077,0.49490097435976793,1.494279093893565,0.05519044649474707,7.9117734808764,0.3397040657680803,,,,,,
run007a,incompressiblePerfectGas_sutherland,t = 1..2 s,409,11,3.4747416403422986,2.518751789755501,0.20202020424859823,3.2316741032469953,3.005442736578189,0.1534811779750819,309.1964457101739,0.545629818955083,1.8829349415581162,0.06029586675461594,10.417892545649464,0.4084829496372592,3.34780930041993,-0.22083240218046585,0.053879278567876304,3.316124231466233,26.0095887878516,31.675819218416958
run004b,Boussinesq_const,t = 1.5..2 s,210,6,3.3643594865238096,2.5273904655238093,0.21967023901824498,3.234477041180619,,0.15361429728170115,305.8917950461357,0.6494744623060815,1.4955772540624863,0.07257077813755898,7.921436337199395,0.44625131281964103,,,,,,
run007a,incompressiblePerfectGas_sutherland,t = 1.5..2 s,204,6,3.4759987547549023,2.5319247528431372,0.21154082820122294,3.2189874938794993,,0.15287865566372735,309.17599376438596,0.6925162543012776,1.8806680672060507,0.07667933640836298,10.404431554565917,0.5189403313341506,3.3182918971136126,-3.7007338150830886,-0.4788887694644446,3.284198718250252,25.74864067352786,31.34526507151579
