n_modes,rel_error,captured_target_energy_pct
1,0.248499996,93.8247752
2,0.08081883806,99.34683154
3,0.02237069953,99.94995518
4,0.007910759467,99.99374199
5,0.005822439446,99.99660992
6,0.002823904101,99.99920256
7,0.002412814839,99.99941783
8,0.000306594993,99.9999906
9,9.66505452e-15,100
10,9.665065153e-15,100
