theta_rad,theta_deg,z_m,Nu_mean,Nu_rms,A1,phase1_rad,A2,asym_mean_minus_opposite
2.6507188014663874,151.87499999999997,-0.0058,2.45822456986791,0.02150569514822395,0.007142494818228753,-1.2571605286088983,0.005125324456684175,0.08720218821510439
2.7161686484161747,155.62499999999997,-0.0058,2.4385635221248507,0.021080657339531992,0.007043467086591428,-1.2598566189852851,0.00502541402903935,0.07398392215231597
2.7816184953659624,159.37499999999997,-0.0058,2.435986159829167,0.02018912793775305,0.0068760148199149855,-1.2702414979956216,0.004830755875735241,0.058354165865001306
2.8470683423157497,163.12499999999997,-0.0058,2.2690665651403985,0.018849455510750977,0.006410689401703367,-1.2691624338539882,0.004511723737758053,0.04720809008049276
2.912518189265537,166.87499999999997,-0.0058,2.4213853714123177,0.0194757247481504,0.0067158573175620795,-1.2784848107653513,0.0046738140083164865,0.04224598544709357
2.9779680362153242,170.62499999999997,-0.0058,2.358065510993012,0.01818721581091892,0.006371626842991672,-1.2930920338820338,0.004388818556553415,0.033689071518930636
3.0434178831651115,174.37499999999997,-0.0058,2.369068117517265,0.018168585883510578,0.006408502222313106,-1.2974154419236064,0.004343561638682283,0.02330000869429938
3.1088677301148993,178.125,-0.0058,2.3719972320281566,0.018005813677536214,0.006384497702764966,-1.3019635015690447,0.004301810694855204,0.009281186771934458
-3.1088677301148993,-178.125,-0.0054,6.4512465916768775,0.047054301373233534,0.016690981332136003,-1.319708191688764,0.011560621116267735,-0.010222281112918452
-3.0434178831651124,-174.37500000000003,-0.0054,6.374175469061046,0.04558809086184164,0.015980839709688253,-1.3354292711275069,0.011460561881000631,-0.048037860225832674
-2.9779680362153247,-170.625,-0.0054,6.229261192095497,0.04523746481368332,0.01617090105971901,-1.3231219439575381,0.010954632605197837,-0.06923681801485149
-2.912518189265537,-166.87499999999997,-0.0054,6.351929549516944,0.04522030751481012,0.016118132660249175,-1.338831980451349,0.01105555454305791,-0.09177734791169989
-2.84706834231575,-163.125,-0.0054,6.4201907724592395,0.045326279072286,0.016065893617733116,-1.348988991388517,0.011161267372318345,-0.1144694830327957
-2.7816184953659624,-159.37499999999997,-0.0054,6.536370011575034,0.046086111514170885,0.016327388340238225,-1.3509601374045344,0.01135559565120251,-0.13770444536046167
-2.7161686484161756,-155.625,-0.0054,6.633405191305663,0.04662611937363111,0.016280095306618815,-1.3615016965047604,0.011667327990896417,-0.1718273764905467
-2.650718801466388,-151.875,-0.0054,6.5644468296119705,0.04613875524634011,0.015988159400850594,-1.3666653546346597,0.011627247163944717,-0.20143904654145395
-2.585268954516601,-148.12500000000003,-0.0054,6.573962528323416,0.0462137563744327,0.015889382763521368,-1.3731464573984498,0.01170993700941065,-0.2378298990407952
-2.5198191075668133,-144.375,-0.0054,6.538394027547713,0.04609133435680895,0.015619580607393407,-1.3822480542024342,0.01178824267717063,-0.264153183014356
-2.4543692606170255,-140.62499999999997,-0.0054,6.520155278110032,0.046017670727659526,0.015545881443952017,-1.3843128307858863,0.011810807574408073,-0.3007196461890187
-2.3889194136672387,-136.875,-0.0054,6.485741242005123,0.04604259007279281,0.015291772917352899,-1.3933587136953913,0.011941045281461053,-0.33687564217150534
-2.323469566717451,-133.125,-0.0054,6.553380922445122,0.047023941528461274,0.0152225782619971,-1.4048713828801265,0.012363666611156262,-0.35215852208555454
-2.258019719767664,-129.37500000000003,-0.0054,6.260573469048402,0.04529970643007603,0.014421539165546695,-1.4122608644437975,0.012022630113080118,-0.3414581612996619
-2.1925698728178764,-125.625,-0.0054,5.767141932361227,0.041819636278397514,0.013288760911438303,-1.4159334449660164,0.011133021572016401,-0.3207561294904844
-2.1271200258680896,-121.87500000000003,-0.0054,5.565391220342022,0.04033764001951092,0.012849213701600236,-1.4215462914050547,0.01070006128625836,-0.3214464580214189
-2.061670178918302,-118.125,-0.0054,5.359296591918945,0.03881519140136882,0.012395278055870942,-1.4258090964985726,0.010257841394552448,-0.3211424503998064
-1.9962203319685143,-114.375,-0.0054,4.860645139663828,0.035067081267737485,0.011314202800985568,-1.431499962720977,0.00918388474190503,-0.3122126928465052
-1.930770485018727,-110.625,-0.0054,4.5702947012619815,0.032896384012827025,0.010692368251815607,-1.4375542110689135,0.00855360641485434,-0.28885576785452294
-1.8653206380689398,-106.875,-0.0054,4.318522500582925,0.031051514505146857,0.010174705327320805,-1.4512007813697982,0.007977016215221398,-0.2507668483028249
-1.7998707911191523,-103.125,-0.0054,3.965205970294036,0.028419230692925658,0.009423935413346178,-1.461314161712405,0.007183603610404278,-0.23170341553620633
-1.734420944169365,-99.375,-0.0054,3.557972448890349,0.025490748762298013,0.008593309994164133,-1.4880742455798306,0.006193232449833386,-0.19769367158423057
-1.6689710972195777,-95.625,-0.0054,3.0759749646819583,0.021880920171319273,0.007620908058639925,-1.5056169675838518,0.005029696696024907,-0.16566933335787626
-1.6035212502697904,-91.87500000000001,-0.0054,2.8321783696926244,0.020322438419554358,0.007242867606672141,-1.5398826868063096,0.0042155957148429304,-0.02857004802900054
-1.538071403320003,-88.125,-0.0054,2.5941290512221546,0.019030829339719387,0.006933689014067705,-1.57360525482307,0.0033232496597276964,-0.01479938398540126
-1.4726215563702156,-84.375,-0.0054,2.4173743146644884,0.02037845784048501,0.006980291154501744,-1.663528004441923,0.0026588887341026583,-0.027900324086723494
-1.4071717094204284,-80.62500000000001,-0.0054,2.0442663581555007,0.019203407080193642,0.006230841197718483,-1.71089665723111,0.0022681501101965216,-0.009069486828476858
