time,Cl,Nu_upper_mean,Nu_lower_mean,Nu_upper_minus_lower
5.22,2.595806,8.567883321243446,8.471510909434665,0.09637241180878142
5.225,2.62901898,8.576408544170095,8.471417966797308,0.10499057737278683
5.23,2.65669071,8.583954905645058,8.472489318636303,0.1114655870087553
5.235,2.67760019,8.590444419986264,8.474859282735098,0.11558513725116626
5.24,2.69083361,8.595803917642817,8.478674528943218,0.11712938869959899
5.245,2.69587296,8.599983595316939,8.484073065096041,0.11591053022089781
5.25,2.6925007,8.60305264725499,8.491042289395033,0.11201035785995828
5.255,2.68096379,8.605125716789624,8.499511109898533,0.10561460689109126
5.26,2.6618079,8.606356946394754,8.509350474123119,0.0970064722716355
5.265,2.6358863,8.606952073900505,8.520375779355852,0.08657629454465265
5.27,2.60433485,8.607138393229409,8.532345697403972,0.0747926958254368
5.275,2.56846333,8.607155675277394,8.544971875459582,0.06218379981781119
5.28,2.52977652,8.607244163985948,8.557933311558044,0.04931085242790445
5.285,2.48985712,8.603674834030317,8.566950558394161,0.03672427563615521
5.29,2.45027762,8.60064161806455,8.575528810417678,0.02511280764687207
5.295,2.41266216,8.598224900763645,8.583477348841797,0.014747551921848512
5.3,2.37856165,8.596541988833476,8.59047353238762,0.006068456445856185
5.305,2.34934145,8.595755581026076,8.596310061958235,-0.0005544809321591515
5.31,2.32623886,8.595931088822773,8.600796356719993,-0.004865267897219638
5.315,2.31024527,8.597100662676803,8.603791893942944,-0.006691231266140463
5.32,2.30212058,8.599272835441495,8.60522677241306,-0.005953936971565099
5.325,2.3022722,8.602435349800048,8.60510242589763,-0.0026670760975822105
5.33,2.31083118,8.60655718380021,8.603485893624201,0.0030712901760079347
5.335,2.32757798,8.611574907534752,8.60049742704623,0.011077480488522085
5.34,2.35192282,8.617393985859634,8.59631967127418,0.02107431458545328
5.345,2.38297654,8.623875605240853,8.591184533530395,0.03269107171045782
5.35,2.41945916,8.630834904983953,8.5853578844143,0.04547702056965264
5.355,2.45987793,8.638090770434804,8.579079564146774,0.05901120628803014
5.36,2.50245091,8.64533951801034,8.5727107273805,0.07262879062984062
5.365,2.5453031,8.65004954185167,8.56446049353113,0.08558904832054104
5.37,2.58651856,8.65430190420127,8.556695224308111,0.09760667989315941
5.375,2.6241989,8.657705869350995,8.549762641203,0.10794322814799528
5.38,2.65666139,8.660063887433726,8.543898635970871,0.11616525146285461
5.385,2.68243357,8.661212518394612,8.539337407008217,0.12187511138639451
5.39,2.70034265,8.661048133839058,8.536277979186671,0.12477015465238672
5.395,2.70960729,8.659535157312515,8.534851790632132,0.12468336668038305
5.4,2.70976754,8.65671452942567,8.535109866023438,0.1216046634022323
5.405,2.70084634,8.652698677753618,8.537027066356531,0.1156716113970866
5.41,2.68325214,8.647650974464435,8.540507433534335,0.10714354093009959
5.415,2.65769074,8.641786284251083,8.545395739868988,0.09639054438209449
5.42,2.625268,8.635360229078536,8.551467958833825,0.08389227024471069
5.425,2.58737975,8.628644345061732,8.558442020757942,0.07020232430378925
5.43,2.54567903,8.621917326825569,8.565992491496873,0.055924835328696076
5.435,2.50195566,8.61543690247666,8.573753423050329,0.04168347942633055
5.44,2.45814651,8.60944045991976,8.581344881405766,0.028095578513994468
5.445,2.41616593,8.607761887761772,8.59202721378275,0.015734673979022062
5.45,2.37789823,8.606952320946139,8.601740577672391,0.0052117432737475156
5.455,2.34503293,8.607087712075757,8.610413510045626,-0.0033257979698699813
5.46,2.31896606,8.608290371080754,8.617757859797106,-0.009467488716351724
5.465,2.30088058,8.610608663295709,8.623580215432703,-0.012971552136994191
5.47,2.29151105,8.614054887402949,8.6277698257629,-0.013714938359951745
5.475,2.2913063,8.61861325523887,8.63030183075532,-0.011688575516449973
5.48,2.30032925,8.624265991406146,8.631210010224178,-0.006944018818032305
5.485,2.31817281,8.630936934484371,8.63059852879137,0.00033840569300025436
5.49,2.34420724,8.638496116335547,8.628667689432941,0.009828426902606324
5.495,2.37735842,8.646796408292571,8.625650090537444,0.021146317755126987
5.5,2.41620899,8.655636214751874,8.621826764486817,0.033809450265056995
5.505,2.45910768,8.664767068062673,8.617508303596159,0.047258764466514336
5.51,2.50424262,8.67392401865212,8.613021086775966,0.06090293187615359
5.515,2.54959953,8.682822682854537,8.608699934771447,0.07412274808308972
5.52,2.59325011,8.691209186715374,8.604916102588117,0.08629308412725756
5.525,2.63325315,8.692994083704743,8.596207111305603,0.09678697239914058
5.53,2.66787867,8.69373260169377,8.588592208302227,0.10514039339154202
5.535,2.69563238,8.693256787223913,8.582325201705011,0.1109315855189017
5.54,2.71533148,8.691461909700765,8.577616083272117,0.11384582642864771
5.545,2.726158,8.688312528558495,8.574610019921643,0.11370250863685172
5.55,2.72764559,8.68384941286241,8.573361257044965,0.11048815581744442
5.555,2.71982165,8.678179101513063,8.573848357655656,0.10433074385740682
5.56,2.70315924,8.67146295723234,8.575971399455128,0.09549155777721197
5.565,2.67843957,8.663907001821288,8.579559553127629,0.08434744869365929
5.57,2.64677334,8.65576497911082,8.584366992141879,0.0713979869689414
5.575,2.60960353,8.647306629724271,8.590084232887456,0.05722239683681529
5.58,2.56842209,8.638800141305664,8.59635958844786,0.04244055285780313
5.585,2.52500883,8.630495629380384,8.602806628310269,0.027689001070115182
5.59,2.48104701,8.62261544384315,8.609013718868297,0.013601724974853013
5.595,2.43828689,8.615346021472366,8.614584402704955,0.0007616187674113206
5.6,2.39844609,8.608880999137794,8.619071973623278,-0.010190974485484006
5.605,2.36312254,8.613749708116238,8.632881453270802,-0.019131745154563617
5.61,2.33372488,8.619557993855972,8.645198726398378,-0.025640732542406397
5.615,2.31149716,8.626344653714298,8.65581472607643,-0.02947007236213217
5.62,2.29744112,8.634128296778457,8.664585752633469,-0.030457455855012583
5.625,2.29221011,8.642902886074937,8.671452100139655,-0.028549214064717887
