run,Lin_D,Lout_D,source,window,Cd_mean,Cl_mean,Cl_rms,Cd_min,Cd_max,Cl_min,Cl_max,f_peak_Hz,f_fft_Hz,second_harmonic_Hz,St,T_out_K,T_out_std_K,T_out_mass_K,m_dot_kg_s,Q_total_W,Q_total_std_W,LMTD_K,Nu_EB_LMTD,Nu_EB_LMTD_std,Cd_diff_pct_vs_run004b,Cl_rms_diff_pct_vs_run004b,St_diff_pct_vs_run004b,T_out_diff_K_vs_run004b,Nu_diff_pct_vs_run004b
run004b,2.0,8.0,raw forceCoeffs + reconstructed outlet fields,t = 3..6 s,3.361489837250396,2.513726092916006,0.18405572195137482,3.34956493,3.37375933,2.21870769,2.83448444,3.2671861955248613,3.999541172637076,6.530223878712672,0.15516774585941479,305.6821970821541,0.676068470331438,305.7474830506578,0.00011691792506090322,1.4723425656590374,0.07541233611589614,43.43180867342918,7.77795270770377,0.46316684677544595,0.0,0.0,0.0,0.0,0.0
run005,4.0,8.0,raw forceCoeffs + reconstructed outlet fields,t = 3..6 s,3.3592754621694376,2.5177006010768013,0.18461645806675525,3.34720971,3.37167132,2.21858477,2.84330017,3.2677374509203614,3.999759054513424,6.534729153900877,0.15519392650906058,305.67980133340444,0.6528609326859777,305.7444149780447,0.0001169173978225484,1.4720673502608188,0.07280801334824535,43.43321067282332,7.775975406966352,0.4467939181967818,-0.06587481111558342,0.30465562789108663,0.016872481778214626,-0.0023957487496772956,-0.025421866289566854
