n_modes,rel_error,captured_target_energy_pct
1,0.7719572774,40.40819619
2,0.4667634055,78.21319233
3,0.3861445748,85.08923674
4,0.306461828,90.6081148
5,0.2517990202,93.65972534
6,0.2143722317,95.40445463
7,0.1925729469,96.29156601
8,0.1575294992,97.51844569
9,0.1272304995,98.38124
10,0.09167656703,99.15954071
11,0.05478083741,99.69990599
12,1.569195878e-14,100
