# Solver information
# Time            	U_solver          	Ux_initial        	Ux_final          	Ux_iters          	Uy_initial        	Uy_final          	Uy_iters          	U_converged       	p_solver          	p_initial         	p_final           	p_iters           	p_converged       
3.000134750098679 	DILUPBiCGStab	1.1396733030e-05	1.5856351970e-10	1	2.1068527560e-04	4.6507195960e-10	2	false	GAMG	9.6067478020e-03	8.3989559000e-05	2	true
3.000524406938395 	DILUPBiCGStab	1.1395774950e-05	1.5846244070e-10	1	2.1067290900e-04	4.6513815440e-10	2	false	GAMG	9.6059406130e-03	8.3769773900e-05	2	true
3.000914063065498 	DILUPBiCGStab	1.1401797190e-05	1.5877171840e-10	1	2.1079393240e-04	4.6573746730e-10	2	false	GAMG	9.6058679800e-03	8.3978853200e-05	2	true
3.001303720630336 	DILUPBiCGStab	1.1401410490e-05	1.5860834940e-10	1	2.1077772570e-04	4.6589895220e-10	2	false	GAMG	9.6051341060e-03	8.3768182970e-05	2	true
3.00169337750487  	DILUPBiCGStab	1.1407566650e-05	1.5898262820e-10	1	2.1090634160e-04	4.6639606210e-10	2	false	GAMG	9.6051870460e-03	8.3953058890e-05	2	true
3.0020830358404   	DILUPBiCGStab	1.1407580630e-05	1.5875573530e-10	1	2.1089938590e-04	4.6665496770e-10	2	false	GAMG	9.6052316620e-03	8.3782647590e-05	2	true
3.002472693507269 	DILUPBiCGStab	1.1413775230e-05	1.5919046080e-10	1	2.1102627630e-04	4.6705687160e-10	2	false	GAMG	9.6053277860e-03	8.3934390680e-05	2	true
3.00286235265768  	DILUPBiCGStab	1.1414076020e-05	1.5889502810e-10	1	2.1102714400e-04	4.6740173790e-10	2	false	GAMG	9.6046069930e-03	8.3749943690e-05	2	true
3.003252011160877 	DILUPBiCGStab	1.1419593860e-05	1.5939897880e-10	1	2.1114331710e-04	4.6771311070e-10	2	false	GAMG	9.6049590640e-03	8.3939937470e-05	2	true
3.003641671169828 	DILUPBiCGStab	1.1419745910e-05	1.5903565480e-10	1	2.1115418980e-04	4.6813297780e-10	2	false	GAMG	9.6043422480e-03	8.3775279510e-05	2	true
3.004031330552138 	DILUPBiCGStab	1.1425170790e-05	1.5960516610e-10	1	2.1127261700e-04	4.6836489120e-10	2	false	GAMG	9.6041275620e-03	8.3909390240e-05	2	true
3.004420991462009 	DILUPBiCGStab	1.1425811850e-05	1.5918823360e-10	1	2.1128107400e-04	4.6890701610e-10	2	false	GAMG	9.6035879050e-03	8.3761027390e-05	2	true
3.004810651765994 	DILUPBiCGStab	1.1430817870e-05	1.5980297520e-10	1	2.1140815630e-04	4.6902012170e-10	2	false	GAMG	9.6035845940e-03	8.3867392250e-05	2	true
3.005200313619013 	DILUPBiCGStab	1.1432105870e-05	1.5933423640e-10	1	2.1140915820e-04	4.6965751980e-10	2	false	GAMG	9.6028117020e-03	8.3773752070e-05	2	true
3.005589974885997 	DILUPBiCGStab	1.1437048310e-05	1.6001315720e-10	1	2.1152267960e-04	4.6971822960e-10	2	false	GAMG	9.6036814330e-03	8.3853120100e-05	2	true
3.005979637723111 	DILUPBiCGStab	1.1438150100e-05	1.5950312710e-10	1	2.1153364160e-04	4.7046560990e-10	2	false	GAMG	9.6031770780e-03	8.3767132860e-05	2	true
