window,t_start_s,t_end_s,duration_s,f_shed_hz,effective_cycles,force_samples,outlet_samples,wall_samples,Cd_mean,Cd_mean_ci95,Cl_rms,Cl_rms_ci95,f_psd_hz,f_psd_ci95,St,St_ci95,Nu_EB_mean,Nu_EB_ci95,Nu_wall_mean,Nu_wall_ci95,closure_mean_pct,closure_ci95
2_10,2.0,10.0,8.0,3.247970018738358,25.983760149906864,1601,101,1601,3.361013797095566,0.0007719222100015521,0.1764414206817274,0.011097333991673272,3.247970018738358,0.20158156352829404,0.15426122150265295,0.009574047187285396,7.770003747254776,0.09157277102419004,7.816520943152269,0.012286011689417897,0.7062132749826138,1.0752992902454128
3_10,3.0,10.0,7.0,3.283369022127122,22.983583154889853,1401,88,1401,3.3605121013561745,0.0007241114214937561,0.16925446679126227,0.009950582836535105,3.283369022127122,0.19894854171852594,0.15594248502147337,0.009448992719948989,7.8064010310200525,0.10137174785624303,7.819670084170073,0.014647302228098624,0.21117645952202227,1.0386379386374238
4_10,4.0,10.0,6.0,3.3305578684430355,19.983347210658213,1201,76,1201,3.359977934962531,0.00048034340845015677,0.16100107972516028,0.00771422323824085,3.3305578684430355,0.2586960067199444,0.15818370308444718,0.012286678067914721,7.7893556951177585,0.0808653582429879,7.813260951325226,0.01137187442948484,0.4163066883586184,0.9984167533523786
2_6,2.0,6.0,4.0,2.9962546816480042,11.985018726592017,801,51,801,3.362290971323346,0.001254147567053998,0.19372209124390952,0.016442696422232186,2.9962546816480042,0.42153979930570573,0.1423060879433866,0.02002088811710785,7.768459344106431,0.16309083852148332,7.823033252229313,0.02075386873863705,0.9461931311848063,1.677237958348798
6_10,6.0,10.0,4.0,3.2459425717853376,12.98377028714135,801,51,801,3.3597456574531837,0.0005241819024264238,0.15706979480107833,0.005738341484483114,3.2459425717853376,0.30745453512430165,0.15416492860533546,0.014602447643044487,7.785277590534809,0.1147439668215231,7.810125794193061,0.016480059332029118,0.45708048252109085,1.2607788885209266
