side,x_m,x_mm,coh_f1,lag_phase_f1,xcorr_lag_f1,xcorr_corr_f1,coh_f2,lag_phase_f2,xcorr_lag_f2,xcorr_corr_f2
fin_z_max,0.0022553425,2.2553425000000002,0.4429360307281543,-0.12067227901959644,0.004999999999999893,0.5542011613741,0.9848650425365578,-0.005514679080406967,0.004999999999999893,0.5542011613741
fin_z_max,0.0026014874999999993,2.6014874999999993,0.3963953180542972,-0.10536740088992719,0.0749999999999984,-0.46872074336738256,0.9871881173677777,0.0010609042744118135,0.0749999999999984,-0.46872074336738256
fin_z_max,0.0029476324999999984,2.9476324999999983,0.3907013407110117,-0.10377549268740202,-0.0749999999999984,-0.4569636616326825,0.986760535213595,0.0011810865706455053,-0.0749999999999984,-0.4569636616326825
fin_z_max,0.0032937774999999975,3.2937774999999974,0.40447348703854386,-0.10743009885719791,-0.0749999999999984,-0.47904220070684594,0.9873196694443805,-0.0005808498511529255,-0.0749999999999984,-0.47904220070684594
fin_z_max,0.0036399224999999983,3.639922499999998,0.5129789223158074,-0.12491499932129072,0.009999999999999787,0.6661214269549139,0.987445970834901,-0.011517366979931764,0.009999999999999787,0.6661214269549139
fin_z_max,0.003986067499999999,3.986067499999999,0.3991396983989099,-0.1052046537187131,-0.0749999999999984,-0.48595225963922734,0.9883594215701625,0.00044689432715286847,-0.0749999999999984,-0.48595225963922734
fin_z_max,0.004332212499999998,4.332212499999998,0.4230654315424101,-0.108398222449978,0.0,0.5206211354285244,0.9892588808373372,-0.0010320424149099694,0.0,0.5206211354285244
fin_z_max,0.004678357499999999,4.678357499999999,0.7688777091122596,-0.09063831816802849,0.004999999999999893,0.5340696243546339,0.9895195035241103,-0.005586099830298129,0.004999999999999893,0.5340696243546339
fin_z_max,0.0050245025,5.0245025,0.4414671969990273,-0.10406462389100016,0.0,0.5315233620416212,0.9902576129150488,-0.0003478085644521224,0.0,0.5315233620416212
fin_z_max,0.005370647499999999,5.370647499999999,0.4972870259234195,-0.10386124339087781,0.0,0.5707444253504748,0.9906642196522136,-0.0018935046336989478,0.0,0.5707444253504748
fin_z_max,0.005716792499999998,5.716792499999998,0.7346503417200754,-0.07015143515093972,0.009999999999999787,0.2444515450075215,0.9788077072992427,-0.009356762664511312,0.009999999999999787,0.2444515450075215
fin_z_max,0.006062937499999997,6.062937499999997,0.5756674426932569,-0.0875119837961605,0.0,0.43080439618029076,0.9812364515556646,0.0001255430784278429,0.0,0.43080439618029076
fin_z_max,0.006409082499999998,6.409082499999998,0.6759364821953789,-0.08100428308626931,0.0,0.3970187433562655,0.9763340316101071,-0.0005169690781900537,0.0,0.3970187433562655
fin_z_max,0.006755227499999999,6.755227499999998,0.6431537851571859,-0.07983511164073134,0.0,0.4299277165094333,0.9811208078289902,0.00044864083652866794,0.0,0.4299277165094333
fin_z_max,0.007101372499999998,7.101372499999998,nan,nan,nan,nan,nan,nan,nan,nan
fin_z_max,0.007447517499999999,7.447517499999999,0.6961762273067899,-0.06860933648165991,0.0,0.3171553649882624,0.9663926843371996,-0.00038572505118241053,0.0,0.3171553649882624
fin_z_max,0.0077936624999999995,7.7936625,0.6554453085860261,-0.06418979034481907,0.0,0.3480292851467048,0.9742760602752198,0.0008260664531785616,0.0,0.3480292851467048
fin_z_max,0.008139807499999999,8.139807499999998,nan,nan,nan,nan,nan,nan,nan,nan
fin_z_max,0.008485952499999998,8.485952499999998,0.6493065393527188,-0.05151410325945857,0.0,0.2928126458030462,0.9708938641124111,-0.001422849270967833,0.0,0.2928126458030462
fin_z_max,0.008832097499999997,8.832097499999996,0.588087262517884,-0.04699102244795571,0.0,0.36910814534907366,0.9839177117417796,-0.0014260979397056883,0.0,0.36910814534907366
fin_z_max,0.009178242499999998,9.178242499999998,nan,nan,nan,nan,nan,nan,nan,nan
fin_z_max,0.009524387499999998,9.524387499999998,0.554652866962342,-0.030490004915813253,0.004999999999999893,0.3512522149277793,0.9852539895196298,-0.005251558257745691,0.004999999999999893,0.3512522149277793
fin_z_max,0.009870532499999998,9.870532499999998,0.44750934549817867,-0.025381248978329125,0.004999999999999893,0.4271630754121562,0.9860830450553056,-0.005676726077368947,0.004999999999999893,0.4271630754121562
fin_z_max,0.010216677499999998,10.216677499999998,0.39635559651088315,-0.00380892505854685,0.009999999999999787,0.42150690042158645,0.9772384947977114,-0.00926438531813606,0.009999999999999787,0.42150690042158645
fin_z_max,0.0105628225,10.5628225,nan,nan,nan,nan,nan,nan,nan,nan
fin_z_max,0.010908967499999998,10.908967499999997,0.1868668638676899,0.0009657809107330232,0.009999999999999787,0.4693493256304755,0.9697966515183544,-0.00921069456467588,0.009999999999999787,0.4693493256304755
fin_z_max,0.011255112499999997,11.255112499999997,0.08278882066424953,0.03815000914484391,0.009999999999999787,0.46529667729966634,0.9549629701209468,-0.011763117003018853,0.009999999999999787,0.46529667729966634
fin_z_max,0.011601257499999997,11.601257499999997,nan,nan,nan,nan,nan,nan,nan,nan
fin_z_max,0.011947402499999997,11.947402499999997,0.050406568127772,-0.1371677381862584,0.009999999999999787,0.48995259398553387,0.9487803964522701,-0.011877053293119263,0.009999999999999787,0.48995259398553387
fin_z_max,0.012293547499999998,12.293547499999999,0.2837033109301945,-0.12553906459233224,0.01499999999999968,0.4876028543637452,0.9387936206400195,-0.014354119749929646,0.01499999999999968,0.4876028543637452
fin_z_max,0.012639692499999997,12.639692499999997,nan,nan,nan,nan,nan,nan,nan,nan
