theta_rad,theta_deg,z_m,coh_f1,lag_phase_f1,xcorr_lag_f1,xcorr_corr_f1,coh_f2,lag_phase_f2,xcorr_lag_f2,xcorr_corr_f2
-2.8961557275280905,-165.9375,-0.0051,0.3886111864551745,-0.09996806717907,-0.08499999999999819,-0.3160424483557086,0.9683382531831489,0.010574022282847201,-0.08499999999999819,-0.3160424483557086
-2.7979809571034098,-160.31250000000003,-0.0051,0.38953148927497583,-0.10013199884318132,-0.08999999999999808,-0.2839044578676654,0.9606509698802679,0.015597505338074438,-0.08999999999999808,-0.2839044578676654
-2.699806186678728,-154.68749999999997,-0.0051,0.3904918157355053,-0.10034019994178286,0.05499999999999883,-0.2657472805286896,0.9558673588615035,0.02259978490384591,0.05499999999999883,-0.2657472805286896
-2.6016314162540475,-149.0625,-0.0051,0.3912281639203327,-0.1004299313663256,0.049999999999998934,-0.26157116865797175,0.9555633328134908,0.026869971018465204,0.049999999999998934,-0.26157116865797175
-2.5034566458293668,-143.43750000000003,-0.0051,0.39204002089391504,-0.10047959793634592,0.049999999999998934,-0.26115701920848083,0.9566855475410496,0.030531311414031814,0.049999999999998934,-0.26115701920848083
-2.405281875404685,-137.8125,-0.0051,0.3927762084207931,-0.10051852630519251,0.04499999999999904,-0.26690791041984846,0.9588528509661519,0.03351714431992706,0.04499999999999904,-0.26690791041984846
-2.3071071049800045,-132.1875,-0.0051,0.39409712731770424,-0.10062161660785743,0.03999999999999915,-0.28205267724661914,0.9642425520811657,0.038779377756177395,0.03999999999999915,-0.28205267724661914
-2.208932334555323,-126.56249999999997,-0.0051,0.3951648143397758,-0.10062578311619236,0.034999999999999254,-0.2898480462479073,0.9666914234129004,0.04121298945075699,0.034999999999999254,-0.2898480462479073
-2.110757564130642,-120.9375,-0.0051,0.3963102675341709,-0.1005638593404583,0.034999999999999254,-0.28755498307524335,0.9666047113810361,0.04291831889498642,0.034999999999999254,-0.28755498307524335
-2.0125827937059615,-115.31250000000001,-0.0051,0.39781104285146907,-0.10049069731933058,0.02999999999999936,-0.286380063136699,0.9671198863148486,0.045663068705925104,0.02999999999999936,-0.286380063136699
-1.9144080232812801,-109.6875,-0.0051,0.3991710899993786,-0.10035848540257014,0.02999999999999936,-0.27026838581218454,0.9638087513472952,0.047488769108001344,0.02999999999999936,-0.27026838581218454
-1.8162332528565992,-104.0625,-0.0051,0.4009580602198162,-0.10021169016718112,0.93999999999998,-0.25732352758673194,0.9601399900354645,0.0504438124526808,0.93999999999998,-0.25732352758673194
-1.718058482431918,-98.4375,-0.0051,0.4051502860749621,-0.10000000296236049,0.7799999999999834,-0.2666110096794926,0.9643316012543123,0.059502417738291825,0.7799999999999834,-0.2666110096794926
-1.6198837120072371,-92.8125,-0.0051,0.4085050460993948,-0.0996933602277106,0.6199999999999868,-0.2570433935531459,0.961984383950058,0.06718507223524438,0.6199999999999868,-0.2570433935531459
-1.521708941582556,-87.1875,-0.0051,0.4151996411725619,-0.09937667066673042,0.2949999999999937,-0.3425726350277578,0.9811143010481878,-0.06787079639370237,0.2949999999999937,-0.3425726350277578
-1.423534171157875,-81.5625,-0.0051,0.42654161434477245,-0.09897887367449007,0.13499999999999712,-0.5867868655348104,0.995367178337572,-0.060669881357034404,0.13499999999999712,-0.5867868655348104
-1.325359400733194,-75.9375,-0.0051,0.4405146848971203,-0.09804582739703246,-0.019999999999999574,-0.7609674764609559,0.997754887420442,-0.05813613777506176,-0.019999999999999574,-0.7609674764609559
