x,y,emode_1,emode_2,emode_3,emode_4,emode_5,emode_6,emode_7,emode_8,emode_9
0.006000000052,0.02739549801,7.27626998e-13,-9.698752144e-11,-2.553343211e-11,1.018348962e-10,-4.786376912e-11,2.627220992e-09,-2.552436383e-09,2.323984785e-09,2.992624923e-29
0.006000056397,0.02787847258,-1.533561017e-11,-6.48402084e-11,-4.75754231e-11,7.755079814e-11,-7.621048659e-11,1.914774266e-09,-2.971311671e-09,1.587248821e-09,2.231419303e-29
0.006000000052,0.02836249024,-6.060670958e-11,-2.732127271e-11,-5.655808308e-11,5.198131578e-11,-1.126064291e-10,2.278948007e-09,-3.103770603e-09,1.747313498e-09,2.437461938e-29
0.006000000052,0.02883103862,-3.698058807e-11,-7.107142784e-11,-3.848141336e-11,8.233061314e-11,-7.678673948e-11,3.096057681e-09,-2.594240206e-09,2.669864031e-09,3.390289438e-29
0.006000000052,0.02834611386,-5.670985665e-11,-7.030426344e-11,-4.575144187e-11,8.089617095e-11,-1.017116371e-10,3.685187725e-09,-2.637495987e-09,3.161980663e-09,3.950941474e-29
0.006000000052,0.02881061845,-6.63192616e-11,-4.184632012e-11,-5.08541475e-11,6.497680438e-11,-1.353368532e-10,2.694534515e-09,-3.130373478e-09,2.121804808e-09,2.862032521e-29
0.006000000052,0.02929262817,-6.673954812e-11,-6.234845927e-11,-4.816437538e-11,8.127263745e-11,-1.584752475e-10,3.214291672e-09,-3.150832132e-09,2.595527843e-09,3.396923137e-29
0.006000000052,0.02975463495,-6.875806161e-11,-8.17177077e-11,-5.048891608e-11,8.719401732e-11,-1.272857781e-10,4.408345696e-09,-2.690109354e-09,3.775396411e-09,4.649195955e-29
0.006000000052,0.02927571908,-7.897971337e-11,-9.832599356e-11,-5.51828763e-11,9.489317847e-11,-1.550602457e-10,5.263996068e-09,-2.74482462e-09,4.452777787e-09,5.4217362e-29
0.006000000052,0.02974091657,-6.954289665e-11,-8.233102276e-11,-4.84156511e-11,9.527891886e-11,-1.853732989e-10,3.852323696e-09,-3.174495633e-09,3.129308443e-09,4.001534794e-29
0.006000000052,0.03022207506,-7.701480373e-11,-1.006237261e-10,-5.241967831e-11,1.044897408e-10,-2.15860434e-10,4.600558313e-09,-3.193912955e-09,3.690746057e-09,4.639334548e-29
0.006000000052,0.0306849461,-8.974151059e-11,-1.157452482e-10,-6.074441767e-11,1.009737711e-10,-1.850426459e-10,6.249580409e-09,-2.788071977e-09,5.153855461e-09,6.222773106e-29
0.006000000052,0.03020113707,-1.002125138e-10,-1.307180265e-10,-6.565199797e-11,1.068376559e-10,-2.141205332e-10,7.391843191e-09,-2.781318419e-09,5.926917101e-09,7.099851595e-29
0.006000000052,0.03114812076,-8.760651271e-11,-1.162017925e-10,-5.878205738e-11,1.083665075e-10,-2.469320791e-10,5.458939761e-09,-3.195565632e-09,4.279450383e-09,5.30787636e-29
0.006000000052,0.02739322558,-1.056642828e-10,-1.382995903e-10,-6.410200193e-11,1.216225192e-10,-2.337759314e-10,8.733344189e-09,-2.620288916e-09,6.846304946e-09,8.119504582e-29
0.006000057794,0.02787402645,-8.976544949e-11,7.290820866e-11,-5.059235527e-11,2.471382518e-11,-1.624154001e-10,1.564211605e-09,-3.575049879e-09,6.743133681e-10,1.319313992e-29
0.006000000052,0.02833964676,-5.413774242e-11,-2.480062706e-11,-3.64761197e-11,7.063907966e-11,-1.624436493e-10,1.905740785e-09,-3.6941728e-09,1.285941908e-09,2.012291733e-29
