n_modes,rel_error,captured_target_energy_pct
1,0.4354288336,81.04017308
2,0.1411023832,98.00901174
3,0.05180027967,99.7316731
4,0.02790584074,99.92212641
5,0.02491843519,99.93790716
6,0.01765252159,99.96883885
7,0.01321524802,99.98253572
8,0.004093408878,99.9983244
9,0.004093408878,99.9983244
