# Solver information
# Time            	U_solver          	Ux_initial        	Ux_final          	Ux_iters          	Uy_initial        	Uy_final          	Uy_iters          	U_converged       	p_solver          	p_initial         	p_final           	p_iters           	p_converged       
0.000133545270149 	DILUPBiCGStab	1.2144661160e-03	9.0987802850e-11	2	3.5653521080e-02	7.1450710100e-11	3	false	GAMG	1.0000000000e+00	8.9846998270e-03	10	true
0.000293799594329 	DILUPBiCGStab	7.2892960840e-02	4.6832532070e-10	2	3.6761246140e-01	7.6743053210e-11	3	false	GAMG	2.8159342930e-01	2.0155858470e-03	8	true
0.000479693759604 	DILUPBiCGStab	9.6243555480e-02	2.5404419240e-11	3	4.1177782890e-01	4.0845077600e-10	3	false	GAMG	3.4694763050e-01	2.9031831290e-03	7	true
0.000702766757934 	DILUPBiCGStab	4.6105734350e-02	4.0603580590e-10	2	1.3649231010e-01	1.8593649940e-10	3	false	GAMG	6.0343070570e-01	5.0913238080e-03	7	true
0.000964734141772 	DILUPBiCGStab	8.5737175570e-03	4.2531143970e-10	2	9.1198449360e-02	1.4871808450e-10	3	false	GAMG	6.6832558590e-01	5.5783342160e-03	5	true
0.00127294463975  	DILUPBiCGStab	5.9478593120e-03	4.4398320570e-10	2	6.1011613240e-02	2.0346226190e-10	3	false	GAMG	4.9396879380e-01	4.8493723470e-03	5	true
0.00162987227966  	DILUPBiCGStab	2.4459613030e-03	5.5290147500e-10	2	2.6657457650e-02	2.6318877630e-10	3	false	GAMG	3.7219530320e-01	2.5442270670e-03	5	true
0.00203555990905  	DILUPBiCGStab	1.6275741410e-03	7.0595671640e-10	2	1.7824412640e-02	3.0789969840e-10	3	false	GAMG	2.4010011240e-01	2.1772359990e-03	4	true
0.00249007766232  	DILUPBiCGStab	1.1746925070e-03	9.1940189050e-10	2	1.2732620570e-02	3.9333018630e-10	3	false	GAMG	1.7330177790e-01	1.6043889910e-03	4	true
0.00297893583654  	DILUPBiCGStab	9.4434267390e-04	5.1549985780e-11	3	1.0396154770e-02	4.4797920050e-10	3	false	GAMG	9.9156931410e-02	5.5805187650e-04	5	true
0.003469799718    	DILUPBiCGStab	7.9155606000e-04	8.7533632630e-10	2	8.2500015580e-03	3.6934765180e-10	3	false	GAMG	6.0344981900e-02	5.6896147640e-04	4	true
0.00396397261208  	DILUPBiCGStab	7.0188971860e-04	7.3690003470e-10	2	6.9111484580e-03	3.1051972540e-10	3	false	GAMG	4.3949797410e-02	4.3098643720e-04	4	true
0.00445816541276  	DILUPBiCGStab	6.3389503890e-04	6.1811389070e-10	2	6.0636021610e-03	2.6068426440e-10	3	false	GAMG	3.1929083040e-02	3.1375708380e-04	4	true
0.00495272279242  	DILUPBiCGStab	5.8490500690e-04	5.2813953100e-10	2	5.5210164070e-03	2.2116179130e-10	3	false	GAMG	2.5981545680e-02	2.5893294800e-04	4	true
0.00544847309978  	DILUPBiCGStab	5.4597771400e-04	4.6121013510e-10	2	5.1066523670e-03	1.9173355450e-10	3	false	GAMG	2.2396364430e-02	1.0860910620e-04	5	true
0.00594591924098  	DILUPBiCGStab	5.1498494970e-04	4.0871996130e-10	2	4.7748992920e-03	1.6909317870e-10	3	false	GAMG	1.9679536710e-02	1.9520865530e-04	4	true
0.00644539748666  	DILUPBiCGStab	4.8958744510e-04	3.6587270290e-10	2	4.5119399690e-03	1.5197264470e-10	3	false	GAMG	1.7716051350e-02	1.7043967630e-04	4	true
0.00694715403909  	DILUPBiCGStab	4.6910038880e-04	3.3055495020e-10	2	4.3018889730e-03	1.3858466880e-10	3	false	GAMG	1.6606323420e-02	1.5476247750e-04	4	true
