x_m,x_over_Dh,T_bulk_K,Tw_minus_Tbulk_K,wall_sngrad_K_per_m,wall_face_samples,Nu_local
1.242,51.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.246,51.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.25,52.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.254,52.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.258,52.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.262,52.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.266,52.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.27,52.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.274,53.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.278,53.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.282,53.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.286,53.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.29,53.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.294,53.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.298,54.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.302,54.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.306,54.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.31,54.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.314,54.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.318,54.91666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.322,55.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.326,55.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.33,55.41666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.334,55.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.338,55.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.342,55.91666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.346,56.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.35,56.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.354,56.41666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.358,56.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.362,56.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.366,56.91666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.37,57.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.374,57.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3780000000000001,57.41666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3820000000000001,57.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3860000000000001,57.75000000000001,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3900000000000001,57.91666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3940000000000001,58.083333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.3980000000000001,58.25000000000001,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.4020000000000001,58.41666666666667,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.4060000000000001,58.583333333333336,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.41,58.74999999999999,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.414,58.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.418,59.08333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.422,59.24999999999999,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.426,59.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.43,59.58333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.434,59.74999999999999,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.438,59.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
