x_m,x_over_Dh,T_bulk_K,Tw_minus_Tbulk_K,wall_sngrad_K_per_m,wall_face_samples,Nu_local
1.17,48.74999999999999,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.174,48.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.178,49.08333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.182,49.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.186,49.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.19,49.58333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.194,49.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.198,49.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.202,50.08333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.206,50.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.21,50.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.214,50.58333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.218,50.75,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.222,50.916666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.226,51.08333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.23,51.25,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.234,51.416666666666664,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
1.238,51.58333333333333,303.15000000000003,-5.684341886080802e-14,0.0,2,nan
