simulation,latest_time_s,T_min_K,T_max_K,T_below_inlet_pct,T_above_wall_pct,selected_x_over_Dh,selected_T_bulk_K,selected_Tw_minus_Tbulk_K,selected_Nu_local,outlet_T_bulk_K,outlet_Tw_minus_Tbulk_K,outlet_Nu_local,Nu_target_UWT_fully_developed,selected_Nu_error_pct,nu_profile_png,nu_profile_svg
plane_channel_Re100_UWT,40.001357234947264,293.17436,303.15,0.0,0.0,12.083333333333332,303.09701418211876,0.05298581788122192,7.5642882572104115,303.15000000000003,-5.684341886080802e-14,nan,7.541,0.30882186991660476,C:\Users\kik\My Drive\Politechnika Krakowska\Researches\Repositories\openFoam\VV_cases\V2_thermal\results\study_v2a\runs\003_data_heated_channel_solver_check\plots\V2_channel_Re100_Nu_profile.png,C:\Users\kik\My Drive\Politechnika Krakowska\Researches\Repositories\openFoam\VV_cases\V2_thermal\results\study_v2a\runs\003_data_heated_channel_solver_check\plots\V2_channel_Re100_Nu_profile.svg
