pair,lag_samples,lag_s,te_bits,surr_mean_bits,surr_p95_bits,excess_te_bits
Ux_3D_to_T_3D,51,0.255,0.2869827226,0.02894151176,0.03854410487,0.2580412109
Ux_3D_to_T_3D,52,0.26,0.2347840469,0.03015713168,0.04011669168,0.2046269152
Ux_3D_to_T_3D,53,0.265,0.1701059869,0.02968518268,0.03929803541,0.1404208042
Ux_3D_to_T_3D,54,0.27,0.2603295146,0.0300588749,0.04026172645,0.2302706397
Ux_3D_to_T_3D,55,0.275,0.2495084362,0.02877185175,0.03845560243,0.2207365845
Ux_3D_to_T_3D,56,0.28,0.2187010242,0.03010701145,0.04098527299,0.1885940127
Ux_3D_to_T_3D,57,0.285,0.2532076905,0.03034733158,0.04278405448,0.2228603589
Ux_3D_to_T_3D,58,0.29,0.257422362,0.02950031409,0.04059623633,0.227922048
Ux_3D_to_T_3D,59,0.295,0.3016141203,0.03010387089,0.0402010847,0.2715102494
Ux_3D_to_T_3D,60,0.3,0.322643886,0.0297365022,0.03802886271,0.2929073838
Ux_3D_to_T_3D,61,0.305,0.3524699792,0.03046303586,0.04141833013,0.3220069433
Ux_3D_to_T_3D,62,0.31,0.3274275296,0.02906224053,0.03762013494,0.2983652891
Ux_3D_to_T_3D,63,0.315,0.323421256,0.03037577179,0.03978372291,0.2930454842
Ux_3D_to_T_3D,64,0.32,0.3219897923,0.02923939435,0.03823310088,0.2927503979
Ux_3D_to_T_3D,65,0.325,0.3145782424,0.03041003055,0.03904563662,0.2841682118
Ux_3D_to_T_3D,66,0.33,0.2533808211,0.03087784412,0.03988100334,0.222502977
Ux_3D_to_T_3D,67,0.335,0.2174339027,0.02966340511,0.04018280431,0.1877704975
Ux_3D_to_T_3D,68,0.34,0.1257393294,0.02989769379,0.04034469795,0.09584163563
Ux_3D_to_T_3D,69,0.345,0.1329916928,0.0301496982,0.04002207847,0.1028419946
Ux_3D_to_T_3D,70,0.35,0.2474513919,0.03096837079,0.04324711098,0.2164830211
Ux_3D_to_T_3D,71,0.355,0.3008403829,0.03052995931,0.04143027527,0.2703104235
Ux_3D_to_T_3D,72,0.36,0.3015425901,0.03086807145,0.0417990347,0.2706745186
Ux_3D_to_T_3D,73,0.365,0.2893094144,0.03011768873,0.04059831401,0.2591917256
Ux_3D_to_T_3D,74,0.37,0.2466746994,0.02911465817,0.03945255237,0.2175600413
Ux_3D_to_T_3D,75,0.375,0.221543443,0.03043436753,0.04425310436,0.1911090754
Ux_3D_to_T_3D,76,0.38,0.245918517,0.03003285159,0.04134837491,0.2158856654
Ux_3D_to_T_3D,77,0.385,0.2168556878,0.03024619329,0.04083851728,0.1866094945
Ux_3D_to_T_3D,78,0.39,0.1716069414,0.03112079995,0.04202531488,0.1404861415
Ux_3D_to_T_3D,79,0.395,0.1789465997,0.03048076652,0.04121413859,0.1484658331
Ux_3D_to_T_3D,80,0.4,0.2585023509,0.03058174056,0.04006999269,0.2279206104
Ux_3D_to_T_3D,81,0.405,0.3368687454,0.03011829266,0.03889288402,0.3067504528
Ux_3D_to_T_3D,82,0.41,0.2875530135,0.03055106103,0.04143508152,0.2570019524
Ux_3D_to_T_3D,83,0.415,0.3058151524,0.03098071231,0.04122305846,0.2748344401
Ux_3D_to_T_3D,84,0.42,0.2156305073,0.02977795056,0.0380397656,0.1858525568
Ux_3D_to_T_3D,85,0.425,0.1604807021,0.03026723089,0.0396829217,0.1302134712
Ux_3D_to_T_3D,86,0.43,0.2403190515,0.03051535432,0.03898512845,0.2098036972
Ux_3D_to_T_3D,87,0.435,0.246356539,0.03038658494,0.04143604934,0.215969954
Ux_3D_to_T_3D,88,0.44,0.204804139,0.03009107585,0.0389237433,0.1747130631
Ux_3D_to_T_3D,89,0.445,0.2301180313,0.02989054938,0.04215175672,0.200227482
Ux_3D_to_T_3D,90,0.45,0.2556053927,0.03026569729,0.04005154821,0.2253396954
Ux_3D_to_T_3D,91,0.455,0.2800830582,0.03027193641,0.04037209086,0.2498111218
Ux_3D_to_T_3D,92,0.46,0.3212545375,0.03026310063,0.03906791146,0.2909914369
Ux_3D_to_T_3D,93,0.465,0.3589521997,0.03015827202,0.03845610668,0.3287939277
Ux_3D_to_T_3D,94,0.47,0.3345066638,0.03039908291,0.03947421991,0.3041075809
Ux_3D_to_T_3D,95,0.475,0.3088643103,0.03080849317,0.04108477901,0.2780558171
Ux_3D_to_T_3D,96,0.48,0.2892327838,0.02987302755,0.04114496039,0.2593597563
Ux_3D_to_T_3D,97,0.485,0.3097959879,0.0306095574,0.03914025126,0.2791864305
Ux_3D_to_T_3D,98,0.49,0.2619877132,0.03021312528,0.04050305269,0.2317745879
Ux_3D_to_T_3D,99,0.495,0.2063486211,0.03061279119,0.04010951981,0.1757358299
Ux_3D_to_T_3D,100,0.5,0.1360935861,0.02998966514,0.0393493783,0.106103921
Ux_3D_to_T_3D,101,0.505,0.08348684253,0.03023667588,0.0402856503,0.05325016665
Ux_3D_to_T_3D,102,0.51,0.2056939429,0.0301812519,0.03988349944,0.175512691
Ux_3D_to_T_3D,103,0.515,0.2746960268,0.03096902826,0.04270950271,0.2437269985
Ux_3D_to_T_3D,104,0.52,0.2797041773,0.03004041788,0.03975657075,0.2496637594
Ux_3D_to_T_3D,105,0.525,0.268555332,0.03117764567,0.0428898954,0.2373776864
Ux_3D_to_T_3D,106,0.53,0.2374398714,0.03080791462,0.04049016536,0.2066319568
Ux_3D_to_T_3D,107,0.535,0.2217978569,0.03203313668,0.04257432944,0.1897647202
Ux_3D_to_T_3D,108,0.54,0.2801053142,0.03108224497,0.04035098739,0.2490230693
Ux_3D_to_T_3D,109,0.545,0.241570082,0.03193817431,0.04289796047,0.2096319077
Ux_3D_to_T_3D,110,0.55,0.191773299,0.03099847585,0.04238606771,0.1607748232
Ux_3D_to_T_3D,111,0.555,0.1763928139,0.03076224609,0.039916457,0.1456305678
Ux_3D_to_T_3D,112,0.56,0.2320519823,0.03099564009,0.04076390166,0.2010563422
Ux_3D_to_T_3D,113,0.565,0.2831801482,0.03045845661,0.04134353654,0.2527216916
Ux_3D_to_T_3D,114,0.57,0.2663343726,0.03080350791,0.04338015888,0.2355308647
Ux_3D_to_T_3D,115,0.575,0.2810115366,0.03089713408,0.04264233144,0.2501144025
Ux_3D_to_T_3D,116,0.58,0.2263306532,0.03049172457,0.03935701325,0.1958389286
Ux_3D_to_T_3D,117,0.585,0.1541404773,0.03163138492,0.04272837938,0.1225090924
Ux_3D_to_T_3D,118,0.59,0.19172417,0.03161206599,0.04217026345,0.160112104
Ux_3D_to_T_3D,119,0.595,0.2355580118,0.03064717064,0.04098681706,0.2049108412
Ux_3D_to_T_3D,120,0.6,0.1980942334,0.03148319321,0.04223022083,0.1666110402
T_3D_to_Ux_3D,1,0.005,0.3021221211,0.02346315182,0.03090089099,0.2786589693
T_3D_to_Ux_3D,2,0.01,0.2970766077,0.02274318484,0.03059670547,0.2743334228
T_3D_to_Ux_3D,3,0.015,0.2505731382,0.02437031883,0.03301481689,0.2262028194
T_3D_to_Ux_3D,4,0.02,0.2610735404,0.02319723497,0.03087534891,0.2378763054
T_3D_to_Ux_3D,5,0.025,0.2989871186,0.0227715057,0.03038087498,0.2762156129
T_3D_to_Ux_3D,6,0.03,0.3507607897,0.02430736956,0.03340014406,0.3264534201
T_3D_to_Ux_3D,7,0.035,0.364238454,0.02359888194,0.03080104833,0.340639572
T_3D_to_Ux_3D,8,0.04,0.3095528309,0.02361678738,0.03159531906,0.2859360435
T_3D_to_Ux_3D,9,0.045,0.2968929357,0.02379924727,0.03150948473,0.2730936884
T_3D_to_Ux_3D,10,0.05,0.2246140768,0.02361483183,0.03083046318,0.200999245
T_3D_to_Ux_3D,11,0.055,0.1834640327,0.02365391594,0.03147410096,0.1598101168
T_3D_to_Ux_3D,12,0.06,0.2848073393,0.02413192069,0.03152236124,0.2606754186
T_3D_to_Ux_3D,13,0.065,0.2616812823,0.02320681136,0.03025978548,0.2384744709
T_3D_to_Ux_3D,14,0.07,0.2086513763,0.02330599487,0.03301269202,0.1853453815
T_3D_to_Ux_3D,15,0.075,0.2327183278,0.02277165994,0.03038343583,0.2099466678
T_3D_to_Ux_3D,16,0.08,0.2144597864,0.02412087004,0.03284365596,0.1903389164
T_3D_to_Ux_3D,17,0.085,0.1998344946,0.0230364075,0.03080625284,0.1767980871
T_3D_to_Ux_3D,18,0.09,0.277726379,0.02378439296,0.03197005754,0.253941986
T_3D_to_Ux_3D,19,0.095,0.2846729302,0.02416451796,0.03273101865,0.2605084123
T_3D_to_Ux_3D,20,0.1,0.2278604106,0.02436862072,0.03026381976,0.2034917898
T_3D_to_Ux_3D,21,0.105,0.2068275298,0.02345284956,0.03280712109,0.1833746802
T_3D_to_Ux_3D,22,0.11,0.1990056588,0.02462454681,0.03183119745,0.174381112
T_3D_to_Ux_3D,23,0.115,0.2793188878,0.02462545339,0.03273728511,0.2546934344
T_3D_to_Ux_3D,24,0.12,0.2702242256,0.02286397887,0.03105011972,0.2473602467
T_3D_to_Ux_3D,25,0.125,0.3057511914,0.02459942253,0.0344865389,0.2811517689
T_3D_to_Ux_3D,26,0.13,0.3583826381,0.02474441752,0.03224580887,0.3336382205
T_3D_to_Ux_3D,27,0.135,0.3871995929,0.0235286985,0.03206868412,0.3636708944
T_3D_to_Ux_3D,28,0.14,0.3602522644,0.02417184232,0.03312037732,0.3360804221
T_3D_to_Ux_3D,29,0.145,0.2961739938,0.02419886357,0.03272515884,0.2719751303
T_3D_to_Ux_3D,30,0.15,0.1634155158,0.02426551759,0.03288591172,0.1391499982
T_3D_to_Ux_3D,31,0.155,0.2198827969,0.02387396776,0.03269190271,0.1960088292
T_3D_to_Ux_3D,32,0.16,0.2457548409,0.0235154489,0.03443735604,0.222239392
T_3D_to_Ux_3D,33,0.165,0.267468735,0.02441617524,0.03254749968,0.2430525598
T_3D_to_Ux_3D,34,0.17,0.2630674355,0.02376945744,0.03296702806,0.2392979781
T_3D_to_Ux_3D,35,0.175,0.2146352018,0.02455958179,0.03351177037,0.19007562
T_3D_to_Ux_3D,36,0.18,0.2376261194,0.02429566586,0.03104186574,0.2133304535
T_3D_to_Ux_3D,37,0.185,0.2771829708,0.02436597492,0.03194798072,0.2528169959
T_3D_to_Ux_3D,38,0.19,0.3440619459,0.02491506807,0.0327543802,0.3191468778
T_3D_to_Ux_3D,39,0.195,0.3499461292,0.02416280218,0.03212406873,0.325783327
T_3D_to_Ux_3D,40,0.2,0.3073041585,0.02424633857,0.03297805782,0.2830578199
T_3D_to_Ux_3D,41,0.205,0.3238044466,0.02394031813,0.03218303288,0.2998641285
T_3D_to_Ux_3D,42,0.21,0.2440213455,0.02374268461,0.03229118182,0.2202786609
T_3D_to_Ux_3D,43,0.215,0.229935169,0.02448850004,0.03214396572,0.2054466689
T_3D_to_Ux_3D,44,0.22,0.3039119082,0.0263257143,0.03526070099,0.2775861939
T_3D_to_Ux_3D,45,0.225,0.2739329614,0.0245164901,0.03199979434,0.2494164713
T_3D_to_Ux_3D,46,0.23,0.2308190951,0.02392348584,0.03261528873,0.2068956093
T_3D_to_Ux_3D,47,0.235,0.242921977,0.02356917643,0.03268394388,0.2193528006
T_3D_to_Ux_3D,48,0.24,0.2390704898,0.02420305177,0.03397701561,0.214867438
T_3D_to_Ux_3D,49,0.245,0.1888259471,0.02393717516,0.03385716688,0.164888772
T_3D_to_Ux_3D,50,0.25,0.2715012065,0.02469039754,0.03217801394,0.246810809
T_3D_to_Ux_3D,51,0.255,0.290030205,0.02535376882,0.03636543336,0.2646764362
T_3D_to_Ux_3D,52,0.26,0.2550935362,0.02504383934,0.03288156609,0.2300496968
T_3D_to_Ux_3D,53,0.265,0.2313858768,0.02504719403,0.03264127518,0.2063386828
T_3D_to_Ux_3D,54,0.27,0.1838083127,0.02433467648,0.03591422869,0.1594736362
T_3D_to_Ux_3D,55,0.275,0.2618549546,0.02413696583,0.03264844467,0.2377179888
T_3D_to_Ux_3D,56,0.28,0.2993815276,0.0250191506,0.03337930428,0.274362377
T_3D_to_Ux_3D,57,0.285,0.275111466,0.02381731378,0.03289983698,0.2512941522
T_3D_to_Ux_3D,58,0.29,0.3307728923,0.02381882949,0.03201912788,0.3069540628
T_3D_to_Ux_3D,59,0.295,0.377402668,0.02413965287,0.03230209666,0.3532630151
T_3D_to_Ux_3D,60,0.3,0.357143236,0.02499895547,0.03512218554,0.3321442805
T_3D_to_Ux_3D,61,0.305,0.3148943364,0.02403047043,0.03164308766,0.2908638659
T_3D_to_Ux_3D,62,0.31,0.1857649994,0.02423549544,0.03129382254,0.161529504
T_3D_to_Ux_3D,63,0.315,0.228333723,0.02417821105,0.03122100759,0.204155512
T_3D_to_Ux_3D,64,0.32,0.2523867746,0.02457930021,0.03164036188,0.2278074743
T_3D_to_Ux_3D,65,0.325,0.2687717167,0.02466839706,0.03314986738,0.2441033197
T_3D_to_Ux_3D,66,0.33,0.2754755189,0.02523127858,0.03164189093,0.2502442403
T_3D_to_Ux_3D,67,0.335,0.2340149642,0.02464972576,0.03418283615,0.2093652385
T_3D_to_Ux_3D,68,0.34,0.2424418237,0.02508546525,0.03461127134,0.2173563585
T_3D_to_Ux_3D,69,0.345,0.2584692723,0.02531404979,0.03399541747,0.2331552225
T_3D_to_Ux_3D,70,0.35,0.3309203934,0.02561080527,0.03382048435,0.3053095881
T_3D_to_Ux_3D,71,0.355,0.3449160659,0.02479844737,0.03233025804,0.3201176185
T_3D_to_Ux_3D,72,0.36,0.2980049998,0.02484954029,0.03253436198,0.2731554595
T_3D_to_Ux_3D,73,0.365,0.2886118514,0.02564390018,0.03595112848,0.2629679512
T_3D_to_Ux_3D,74,0.37,0.2304942132,0.02536737391,0.03406055202,0.2051268393
T_3D_to_Ux_3D,75,0.375,0.2068723749,0.02538343969,0.03310213841,0.1814889352
T_3D_to_Ux_3D,76,0.38,0.2465743251,0.02556212816,0.0337152127,0.221012197
T_3D_to_Ux_3D,77,0.385,0.2579601724,0.02481820934,0.03332906054,0.2331419631
T_3D_to_Ux_3D,78,0.39,0.2245702097,0.02503434245,0.03311229897,0.1995358673
T_3D_to_Ux_3D,79,0.395,0.2347510949,0.02519384821,0.03197801729,0.2095572467
T_3D_to_Ux_3D,80,0.4,0.234159109,0.0242318089,0.03059292595,0.2099273001
T_3D_to_Ux_3D,81,0.405,0.1756702899,0.02520840559,0.03408666662,0.1504618843
T_3D_to_Ux_3D,82,0.41,0.236786756,0.0253626008,0.03377090672,0.2114241552
T_3D_to_Ux_3D,83,0.415,0.2711119529,0.02437966322,0.03204463141,0.2467322897
T_3D_to_Ux_3D,84,0.42,0.2276596372,0.02518132907,0.0330558988,0.2024783081
T_3D_to_Ux_3D,85,0.425,0.2102676912,0.02547012456,0.03328370085,0.1847975666
T_3D_to_Ux_3D,86,0.43,0.156095698,0.02561188676,0.03454018643,0.1304838113
T_3D_to_Ux_3D,87,0.435,0.2438770436,0.02560143887,0.03274156201,0.2182756047
T_3D_to_Ux_3D,88,0.44,0.2958611205,0.02546574385,0.03619254566,0.2703953767
T_3D_to_Ux_3D,89,0.445,0.2576425297,0.02520013045,0.03340633559,0.2324423992
T_3D_to_Ux_3D,90,0.45,0.3056034142,0.02554788889,0.03465926552,0.2800555253
T_3D_to_Ux_3D,91,0.455,0.325625787,0.02500650195,0.03261957217,0.3006192851
T_3D_to_Ux_3D,92,0.46,0.3309771248,0.02442454013,0.0322314719,0.3065525847
T_3D_to_Ux_3D,93,0.465,0.3152334165,0.02482802541,0.03471967678,0.2904053911
T_3D_to_Ux_3D,94,0.47,0.1984270215,0.02528555973,0.03418474163,0.1731414618
T_3D_to_Ux_3D,95,0.475,0.1623478892,0.02452203088,0.03242788074,0.1378258583
T_3D_to_Ux_3D,96,0.48,0.2216605797,0.02569744962,0.03425854375,0.1959631301
T_3D_to_Ux_3D,97,0.485,0.2392997665,0.02488983066,0.03426246864,0.2144099359
T_3D_to_Ux_3D,98,0.49,0.2277195568,0.02581017754,0.03409348685,0.2019093793
T_3D_to_Ux_3D,99,0.495,0.2225008598,0.02509173688,0.03279343091,0.1974091229
T_3D_to_Ux_3D,100,0.5,0.2073433897,0.02549148434,0.03427664405,0.1818519054
T_3D_to_Ux_3D,101,0.505,0.2367779614,0.02523029242,0.03274228952,0.2115476689
T_3D_to_Ux_3D,102,0.51,0.2939096508,0.02532264925,0.0343892671,0.2685870016
T_3D_to_Ux_3D,103,0.515,0.3207423729,0.02463133126,0.03362121957,0.2961110416
T_3D_to_Ux_3D,104,0.52,0.2707136255,0.02620745727,0.0375487721,0.2445061682
T_3D_to_Ux_3D,105,0.525,0.2621834603,0.0258501785,0.03353877036,0.2363332818
T_3D_to_Ux_3D,106,0.53,0.2052275568,0.02528256609,0.03380323403,0.1799449907
T_3D_to_Ux_3D,107,0.535,0.2049150988,0.02550514616,0.03542590016,0.1794099527
T_3D_to_Ux_3D,108,0.54,0.2183403433,0.02516390396,0.03387007238,0.1931764393
T_3D_to_Ux_3D,109,0.545,0.2491417237,0.02557998824,0.03548851068,0.2235617354
T_3D_to_Ux_3D,110,0.55,0.2272450075,0.02597699202,0.03484695281,0.2012680155
T_3D_to_Ux_3D,111,0.555,0.2260561303,0.02597398149,0.03647351948,0.2000821489
T_3D_to_Ux_3D,112,0.56,0.2543782847,0.0247316783,0.03318081366,0.2296466064
T_3D_to_Ux_3D,113,0.565,0.1667988813,0.02519246117,0.03337588487,0.1416064201
T_3D_to_Ux_3D,114,0.57,0.2359992293,0.0255067191,0.03399592853,0.2104925102
T_3D_to_Ux_3D,115,0.575,0.2493270912,0.02500005997,0.0341162852,0.2243270312
T_3D_to_Ux_3D,116,0.58,0.2226384625,0.02529293658,0.03452686325,0.1973455259
T_3D_to_Ux_3D,117,0.585,0.2126644829,0.02616429018,0.0353623582,0.1865001927
T_3D_to_Ux_3D,118,0.59,0.1624011106,0.02569371103,0.03694061792,0.1367073996
T_3D_to_Ux_3D,119,0.595,0.2167069081,0.02613383416,0.03465765689,0.1905730739
T_3D_to_Ux_3D,120,0.6,0.2753166764,0.02585227583,0.03327961395,0.2494644006
Uy_1D_to_T_1D,1,0.005,0.1994067578,0.01814850017,0.02611377976,0.1812582576
Uy_1D_to_T_1D,2,0.01,0.2071936303,0.0194446976,0.02695193619,0.1877489327
Uy_1D_to_T_1D,3,0.015,0.1991587805,0.01779911673,0.02498965263,0.1813596638
Uy_1D_to_T_1D,4,0.02,0.1761578196,0.01854119787,0.02726854504,0.1576166218
Uy_1D_to_T_1D,5,0.025,0.1784111663,0.01891449567,0.02718540643,0.1594966707
Uy_1D_to_T_1D,6,0.03,0.176311263,0.01864555722,0.02682625856,0.1576657058
Uy_1D_to_T_1D,7,0.035,0.1663696453,0.01921772432,0.0269817515,0.147151921
Uy_1D_to_T_1D,8,0.04,0.1428913735,0.01843990173,0.02789309723,0.1244514717
Uy_1D_to_T_1D,9,0.045,0.1269264477,0.01892840776,0.02762502668,0.10799804
Uy_1D_to_T_1D,10,0.05,0.07198658772,0.01955632913,0.02729368943,0.05243025859
Uy_1D_to_T_1D,11,0.055,0.07898897672,0.01942911592,0.02750387325,0.0595598608
Uy_1D_to_T_1D,12,0.06,0.1067830942,0.01882073885,0.02729588253,0.08796235539
Uy_1D_to_T_1D,13,0.065,0.1644609979,0.01908000789,0.02803773652,0.14538099
Uy_1D_to_T_1D,14,0.07,0.1745559787,0.01959549568,0.03081968488,0.154960483
Uy_1D_to_T_1D,15,0.075,0.1884615773,0.01838390865,0.02506113015,0.1700776686
Uy_1D_to_T_1D,16,0.08,0.1976454796,0.01994471645,0.02931944353,0.1777007632
Uy_1D_to_T_1D,17,0.085,0.2022813534,0.01882024559,0.02588897866,0.1834611078
Uy_1D_to_T_1D,18,0.09,0.2161025237,0.01889474158,0.02780862327,0.1972077821
Uy_1D_to_T_1D,19,0.095,0.191644393,0.01975267949,0.02930315383,0.1718917135
Uy_1D_to_T_1D,20,0.1,0.1829827449,0.01866893054,0.0274763759,0.1643138144
Uy_1D_to_T_1D,21,0.105,0.1753161873,0.02012892044,0.02892533732,0.1551872668
Uy_1D_to_T_1D,22,0.11,0.1777035295,0.01851898873,0.0262768662,0.1591845407
Uy_1D_to_T_1D,23,0.115,0.1659526073,0.01876380203,0.02732557951,0.1471888052
Uy_1D_to_T_1D,24,0.12,0.1378420948,0.01826423078,0.02723091081,0.119577864
Uy_1D_to_T_1D,25,0.125,0.1283877647,0.01941485841,0.02758822274,0.1089729063
Uy_1D_to_T_1D,26,0.13,0.07472189595,0.01939275466,0.02819690412,0.05532914128
Uy_1D_to_T_1D,27,0.135,0.06625771549,0.01969436873,0.02809743878,0.04656334677
Uy_1D_to_T_1D,28,0.14,0.1023573939,0.01906434572,0.02856551997,0.08329304816
Uy_1D_to_T_1D,29,0.145,0.143334855,0.0196397313,0.02907213569,0.1236951237
Uy_1D_to_T_1D,30,0.15,0.172764159,0.01883960236,0.02564106066,0.1539245567
Uy_1D_to_T_1D,31,0.155,0.1932142591,0.01818873768,0.02770090564,0.1750255215
Uy_1D_to_T_1D,32,0.16,0.1977766077,0.01949875858,0.02845669412,0.1782778491
Uy_1D_to_T_1D,33,0.165,0.2041744885,0.01957968934,0.02967754086,0.1845947992
Uy_1D_to_T_1D,34,0.17,0.2160038571,0.01886969401,0.0271614548,0.1971341631
Uy_1D_to_T_1D,35,0.175,0.1935856323,0.01889520772,0.02866812952,0.1746904246
Uy_1D_to_T_1D,36,0.18,0.1828816237,0.01827003856,0.02897394152,0.1646115851
Uy_1D_to_T_1D,37,0.185,0.1854733807,0.01961046684,0.02753905317,0.1658629139
Uy_1D_to_T_1D,38,0.19,0.1761880634,0.01922958792,0.02758865898,0.1569584755
Uy_1D_to_T_1D,39,0.195,0.1643193562,0.01936255329,0.02853283868,0.1449568029
Uy_1D_to_T_1D,40,0.2,0.1534535948,0.01952806281,0.02858489029,0.133925532
Uy_1D_to_T_1D,41,0.205,0.1426825384,0.0197112815,0.02815687356,0.1229712569
Uy_1D_to_T_1D,42,0.21,0.0806233029,0.01945456577,0.0287025969,0.06116873713
Uy_1D_to_T_1D,43,0.215,0.05439814644,0.01894879791,0.02728909924,0.03544934853
Uy_1D_to_T_1D,44,0.22,0.0956503607,0.01975406793,0.02763753716,0.07589629277
Uy_1D_to_T_1D,45,0.225,0.1521197741,0.01836321034,0.02785147045,0.1337565638
Uy_1D_to_T_1D,46,0.23,0.1639937783,0.01920400521,0.02708982208,0.1447897731
Uy_1D_to_T_1D,47,0.235,0.1785934287,0.01970226837,0.02801911781,0.1588911604
Uy_1D_to_T_1D,48,0.24,0.1985295291,0.01905761722,0.0266653789,0.1794719119
Uy_1D_to_T_1D,49,0.245,0.1979137721,0.01998813876,0.02830029427,0.1779256333
Uy_1D_to_T_1D,50,0.25,0.2069479897,0.02022029039,0.02969476661,0.1867276993
Uy_1D_to_T_1D,51,0.255,0.1896061408,0.02067997952,0.02968298371,0.1689261613
Uy_1D_to_T_1D,52,0.26,0.1920693931,0.01842763151,0.02670075047,0.1736417616
Uy_1D_to_T_1D,53,0.265,0.1875578777,0.02011150614,0.02837767411,0.1674463715
Uy_1D_to_T_1D,54,0.27,0.1727259894,0.01993540613,0.02862057986,0.1527905833
Uy_1D_to_T_1D,55,0.275,0.1817581491,0.02049448893,0.03057630802,0.1612636602
Uy_1D_to_T_1D,56,0.28,0.1442534803,0.01961935643,0.0298959899,0.1246341239
Uy_1D_to_T_1D,57,0.285,0.139449196,0.01946984084,0.02735168654,0.1199793551
Uy_1D_to_T_1D,58,0.29,0.08343213564,0.01968000532,0.0280615087,0.06375213032
Uy_1D_to_T_1D,59,0.295,0.05826077804,0.01840112898,0.02692020492,0.03985964906
Uy_1D_to_T_1D,60,0.3,0.08462386207,0.02059212813,0.02913911061,0.06403173394
Uy_1D_to_T_1D,61,0.305,0.1312037193,0.01975639256,0.03101722686,0.1114473267
Uy_1D_to_T_1D,62,0.31,0.1559505291,0.01924606316,0.02830215367,0.136704466
Uy_1D_to_T_1D,63,0.315,0.176554383,0.01954231754,0.0280989699,0.1570120655
Uy_1D_to_T_1D,64,0.32,0.1828242356,0.02021075817,0.02856838164,0.1626134774
Uy_1D_to_T_1D,65,0.325,0.1976964431,0.01895764044,0.02816173603,0.1787388027
Uy_1D_to_T_1D,66,0.33,0.2089978484,0.01967635301,0.02664625414,0.1893214954
Uy_1D_to_T_1D,67,0.335,0.1938774722,0.02046316498,0.03022776738,0.1734143073
Uy_1D_to_T_1D,68,0.34,0.1820194829,0.01977645566,0.027786852,0.1622430273
Uy_1D_to_T_1D,69,0.345,0.1924457339,0.01998968249,0.02781397963,0.1724560514
Uy_1D_to_T_1D,70,0.35,0.1733397375,0.01959246954,0.02752843892,0.153747268
Uy_1D_to_T_1D,71,0.355,0.1761197141,0.01898762451,0.02680274255,0.1571320896
Uy_1D_to_T_1D,72,0.36,0.1677469849,0.02008432696,0.02806350099,0.1476626579
Uy_1D_to_T_1D,73,0.365,0.1486012603,0.01929425553,0.02784834168,0.1293070047
Uy_1D_to_T_1D,74,0.37,0.0929403073,0.01953684102,0.03044888573,0.07340346627
Uy_1D_to_T_1D,75,0.375,0.06440175573,0.01949831444,0.02891824831,0.04490344129
Uy_1D_to_T_1D,76,0.38,0.07901034844,0.01997737484,0.02676914712,0.0590329736
Uy_1D_to_T_1D,77,0.385,0.1272569032,0.0197633901,0.02661015287,0.1074935131
Uy_1D_to_T_1D,78,0.39,0.1589739489,0.0203784207,0.02975039238,0.1385955282
Uy_1D_to_T_1D,79,0.395,0.1722785172,0.01945729488,0.02799286086,0.1528212224
Uy_1D_to_T_1D,80,0.4,0.1919390214,0.02068239297,0.02810241334,0.1712566285
Uy_1D_to_T_1D,81,0.405,0.1905194088,0.02016009573,0.02860503789,0.1703593131
Uy_1D_to_T_1D,82,0.41,0.193566958,0.02037390096,0.02863839284,0.173193057
Uy_1D_to_T_1D,83,0.415,0.1940609562,0.02025428309,0.02895480242,0.1738066731
Uy_1D_to_T_1D,84,0.42,0.1810504612,0.02034315689,0.03006016148,0.1607073043
Uy_1D_to_T_1D,85,0.425,0.1870524844,0.02105640167,0.03172929852,0.1659960827
Uy_1D_to_T_1D,86,0.43,0.1709077737,0.01993043597,0.02897280185,0.1509773377
Uy_1D_to_T_1D,87,0.435,0.1750749863,0.01995447261,0.02723552137,0.1551205136
Uy_1D_to_T_1D,88,0.44,0.1570024628,0.01991903406,0.02833295898,0.1370834287
Uy_1D_to_T_1D,89,0.445,0.1329182135,0.02034995455,0.02960994072,0.1125682589
Uy_1D_to_T_1D,90,0.45,0.09572540824,0.02044149976,0.02869715104,0.07528390848
Uy_1D_to_T_1D,91,0.455,0.05891944406,0.01945058017,0.02793923082,0.03946886389
Uy_1D_to_T_1D,92,0.46,0.06805661356,0.02014979213,0.02840704781,0.04790682143
Uy_1D_to_T_1D,93,0.465,0.1169658632,0.01948133465,0.02887046978,0.09748452852
Uy_1D_to_T_1D,94,0.47,0.154423544,0.02036213664,0.02955901841,0.1340614073
Uy_1D_to_T_1D,95,0.475,0.1630933507,0.02086432467,0.02912842317,0.1422290261
Uy_1D_to_T_1D,96,0.48,0.1761683339,0.02046790169,0.02967410768,0.1557004322
Uy_1D_to_T_1D,97,0.485,0.1948127852,0.02064540808,0.02892167174,0.1741673771
Uy_1D_to_T_1D,98,0.49,0.2127314972,0.02040801973,0.0289900166,0.1923234775
Uy_1D_to_T_1D,99,0.495,0.1970945845,0.02086522658,0.03004972878,0.176229358
Uy_1D_to_T_1D,100,0.5,0.2029658732,0.01947307244,0.02744787689,0.1834928008
Uy_1D_to_T_1D,101,0.505,0.2078613458,0.0210643181,0.0306440439,0.1867970277
Uy_1D_to_T_1D,102,0.51,0.1870497548,0.02065419635,0.02940439142,0.1663955584
