pair,lag_samples,lag_s,te_bits,surr_mean_bits,surr_p95_bits,excess_te_bits
T_1D_to_Ux_1D,3,0.015,0.1033688527,0.02330277137,0.03322387425,0.08006608136
T_1D_to_Ux_1D,4,0.02,0.06888667927,0.02212354304,0.030564519,0.04676313623
T_1D_to_Ux_1D,5,0.025,0.07071059241,0.02273941394,0.0314081756,0.04797117847
T_1D_to_Ux_1D,6,0.03,0.1157927308,0.02214182383,0.02992287206,0.09365090693
T_1D_to_Ux_1D,7,0.035,0.1383187529,0.02135326182,0.02865393064,0.116965491
T_1D_to_Ux_1D,8,0.04,0.1381094003,0.02200963114,0.03127550522,0.1160997692
T_1D_to_Ux_1D,9,0.045,0.1526873855,0.02236621803,0.02902763786,0.1303211675
T_1D_to_Ux_1D,10,0.05,0.1464500072,0.02228480746,0.0301333669,0.1241651997
T_1D_to_Ux_1D,11,0.055,0.1531880856,0.02004753849,0.03060181902,0.1331405471
T_1D_to_Ux_1D,12,0.06,0.1596912043,0.01974034925,0.0290350658,0.1399508551
T_1D_to_Ux_1D,13,0.065,0.1479586784,0.01923357271,0.02866150118,0.1287251057
T_1D_to_Ux_1D,14,0.07,0.1468862617,0.01930627898,0.02832708375,0.1275799827
T_1D_to_Ux_1D,15,0.075,0.1577091199,0.01825120685,0.02423927655,0.139457913
T_1D_to_Ux_1D,16,0.08,0.1482632254,0.017771406,0.02523804827,0.1304918194
T_1D_to_Ux_1D,17,0.085,0.1308037276,0.01873445113,0.02663930227,0.1120692765
T_1D_to_Ux_1D,18,0.09,0.1024226065,0.01867790385,0.02608210998,0.08374470269
T_1D_to_Ux_1D,19,0.095,0.08117831529,0.01895555608,0.02502299236,0.06222275921
T_1D_to_Ux_1D,20,0.1,0.05299381818,0.01814672547,0.02703503599,0.03484709271
T_1D_to_Ux_1D,21,0.105,0.06212879534,0.01891345114,0.02776756143,0.0432153442
T_1D_to_Ux_1D,22,0.11,0.09287461157,0.01910448787,0.0282124427,0.0737701237
T_1D_to_Ux_1D,23,0.115,0.1354955359,0.01844846688,0.02700372615,0.117047069
T_1D_to_Ux_1D,24,0.12,0.1481054754,0.01887948582,0.0261762141,0.1292259896
T_1D_to_Ux_1D,25,0.125,0.1648684404,0.01818327446,0.02613287132,0.146685166
T_1D_to_Ux_1D,26,0.13,0.1576380746,0.01869237527,0.02879061391,0.1389456994
T_1D_to_Ux_1D,27,0.135,0.1590201252,0.02010535479,0.02938967079,0.1389147704
T_1D_to_Ux_1D,28,0.14,0.1635902854,0.01800579586,0.02482297984,0.1455844895
T_1D_to_Ux_1D,29,0.145,0.1703292798,0.01998310039,0.02793680833,0.1503461794
T_1D_to_Ux_1D,30,0.15,0.1610279804,0.0185796163,0.02649904321,0.1424483641
T_1D_to_Ux_1D,31,0.155,0.134445481,0.01892420056,0.02617072144,0.1155212804
T_1D_to_Ux_1D,32,0.16,0.1439520621,0.01836886717,0.02634700096,0.1255831949
T_1D_to_Ux_1D,33,0.165,0.1359547786,0.01906632686,0.02685469817,0.1168884518
T_1D_to_Ux_1D,34,0.17,0.1131425041,0.01859770721,0.027193805,0.09454479686
T_1D_to_Ux_1D,35,0.175,0.06648220308,0.01809609753,0.02544751443,0.04838610555
T_1D_to_Ux_1D,36,0.18,0.05554781711,0.01880739749,0.0266258914,0.03674041962
T_1D_to_Ux_1D,37,0.185,0.06242232494,0.01994422,0.027638476,0.04247810494
T_1D_to_Ux_1D,38,0.19,0.09261434024,0.01843544785,0.02681524115,0.07417889239
T_1D_to_Ux_1D,39,0.195,0.1140540269,0.01958417035,0.02584163869,0.09446985652
T_1D_to_Ux_1D,40,0.2,0.1166254885,0.01904455898,0.02651947359,0.09758092956
T_1D_to_Ux_1D,41,0.205,0.1299496727,0.01986416143,0.02980992475,0.1100855113
T_1D_to_Ux_1D,42,0.21,0.1357110328,0.01882646443,0.02560670215,0.1168845684
T_1D_to_Ux_1D,43,0.215,0.1463944787,0.01886126379,0.0280679432,0.1275332149
T_1D_to_Ux_1D,44,0.22,0.1511622946,0.01899423681,0.02752611445,0.1321680578
T_1D_to_Ux_1D,45,0.225,0.1354794116,0.01937783658,0.02863686752,0.116101575
T_1D_to_Ux_1D,46,0.23,0.1474527235,0.01850565869,0.0253476796,0.1289470648
T_1D_to_Ux_1D,47,0.235,0.1518733346,0.01913031679,0.02702490246,0.1327430178
T_1D_to_Ux_1D,48,0.24,0.1326027469,0.0186665376,0.02589757991,0.1139362093
T_1D_to_Ux_1D,49,0.245,0.1379493485,0.01994648829,0.02841835204,0.1180028602
T_1D_to_Ux_1D,50,0.25,0.116070996,0.01966139795,0.02725097832,0.096409598
T_1D_to_Ux_1D,51,0.255,0.07242810961,0.01904661941,0.02919997648,0.0533814902
T_1D_to_Ux_1D,52,0.26,0.04394914074,0.01948516247,0.02743427191,0.02446397826
T_1D_to_Ux_1D,53,0.265,0.05423804545,0.01966748707,0.02930864054,0.03457055837
T_1D_to_Ux_1D,54,0.27,0.09548705431,0.01912284065,0.02691756462,0.07636421366
T_1D_to_Ux_1D,55,0.275,0.1198502573,0.01940850828,0.02737059791,0.100441749
T_1D_to_Ux_1D,56,0.28,0.1314887269,0.01901731549,0.02732917435,0.1124714114
T_1D_to_Ux_1D,57,0.285,0.1318983884,0.01942287554,0.02773743985,0.1124755129
T_1D_to_Ux_1D,58,0.29,0.1340784559,0.01926277979,0.02862106348,0.1148156761
T_1D_to_Ux_1D,59,0.295,0.1468149687,0.01919964469,0.02715546613,0.127615324
T_1D_to_Ux_1D,60,0.3,0.1391932902,0.01957741132,0.0283513005,0.1196158788
T_1D_to_Ux_1D,61,0.305,0.1560779662,0.02009435847,0.02999252714,0.1359836078
T_1D_to_Ux_1D,62,0.31,0.1567031959,0.02026586042,0.02892203762,0.1364373355
T_1D_to_Ux_1D,63,0.315,0.151952827,0.01952443306,0.02882136466,0.132428394
T_1D_to_Ux_1D,64,0.32,0.1675068762,0.01903115717,0.02690876577,0.148475719
T_1D_to_Ux_1D,65,0.325,0.1415381434,0.01965184882,0.03050231202,0.1218862946
T_1D_to_Ux_1D,66,0.33,0.1196895959,0.01995505495,0.028937463,0.09973454093
T_1D_to_Ux_1D,67,0.335,0.08017679889,0.01972046083,0.02687945933,0.06045633806
T_1D_to_Ux_1D,68,0.34,0.04367421033,0.0193859051,0.02848552628,0.02428830522
T_1D_to_Ux_1D,69,0.345,0.04926837181,0.02008297336,0.0308206397,0.02918539845
T_1D_to_Ux_1D,70,0.35,0.08603108532,0.01937727384,0.02800045023,0.06665381148
T_1D_to_Ux_1D,71,0.355,0.1191103135,0.01926533286,0.02647887176,0.0998449806
T_1D_to_Ux_1D,72,0.36,0.1235824912,0.01992255155,0.0294337851,0.1036599397
T_1D_to_Ux_1D,73,0.365,0.139317431,0.01983667421,0.02879700336,0.1194807568
T_1D_to_Ux_1D,74,0.37,0.13340237,0.0203747114,0.02951143897,0.1130276586
T_1D_to_Ux_1D,75,0.375,0.1482818142,0.01983839817,0.0285974504,0.128443416
T_1D_to_Ux_1D,76,0.38,0.1590072494,0.01919118117,0.0265170849,0.1398160682
T_1D_to_Ux_1D,77,0.385,0.1373055815,0.01911325006,0.02637306166,0.1181923315
T_1D_to_Ux_1D,78,0.39,0.1307458585,0.01944783175,0.02772820573,0.1112980267
T_1D_to_Ux_1D,79,0.395,0.1342104215,0.01992466343,0.02776271327,0.114285758
T_1D_to_Ux_1D,80,0.4,0.1235207311,0.02049037983,0.02860610979,0.1030303513
T_1D_to_Ux_1D,81,0.405,0.1245509253,0.01953874393,0.02831312522,0.1050121814
T_1D_to_Ux_1D,82,0.41,0.1117493195,0.01943794168,0.02923319959,0.09231137779
T_1D_to_Ux_1D,83,0.415,0.08259545766,0.01903776243,0.0270450757,0.06355769524
T_1D_to_Ux_1D,84,0.42,0.05811390245,0.01922454043,0.02690088767,0.03888936202
T_1D_to_Ux_1D,85,0.425,0.03472143422,0.01960894145,0.02922378908,0.01511249277
T_1D_to_Ux_1D,86,0.43,0.06957747158,0.0194477968,0.02714421383,0.05012967478
T_1D_to_Ux_1D,87,0.435,0.1035889917,0.01966451971,0.02659205025,0.08392447203
T_1D_to_Ux_1D,88,0.44,0.1181713139,0.01967050464,0.02840372719,0.09850080928
T_1D_to_Ux_1D,89,0.445,0.1167748751,0.01976079118,0.02943935502,0.09701408391
T_1D_to_Ux_1D,90,0.45,0.1137901907,0.01932798571,0.02822219514,0.09446220499
T_1D_to_Ux_1D,91,0.455,0.1254155507,0.02103570242,0.02956904094,0.1043798482
T_1D_to_Ux_1D,92,0.46,0.1259640501,0.02027314879,0.02939159117,0.1056909013
T_1D_to_Ux_1D,93,0.465,0.1245451952,0.02052118029,0.02892707386,0.104024015
T_1D_to_Ux_1D,94,0.47,0.1365629428,0.02033993322,0.02963005607,0.1162230096
T_1D_to_Ux_1D,95,0.475,0.1279932126,0.02044704456,0.0288364885,0.1075461681
T_1D_to_Ux_1D,96,0.48,0.1357330846,0.01986551244,0.02890437353,0.1158675721
T_1D_to_Ux_1D,97,0.485,0.1182947011,0.01967252141,0.02933136308,0.09862217969
T_1D_to_Ux_1D,98,0.49,0.1022463582,0.02025863393,0.02752569286,0.08198772429
T_1D_to_Ux_1D,99,0.495,0.07586387693,0.01979855302,0.02768891216,0.05606532391
T_1D_to_Ux_1D,100,0.5,0.0432955488,0.02080796535,0.0298158701,0.02248758345
T_1D_to_Ux_1D,101,0.505,0.04584312409,0.02004248134,0.02946867648,0.02580064275
T_1D_to_Ux_1D,102,0.51,0.08269934026,0.01996926158,0.02809300818,0.06273007868
T_1D_to_Ux_1D,103,0.515,0.1079548708,0.01961305941,0.02747223046,0.0883418114
T_1D_to_Ux_1D,104,0.52,0.1343295096,0.01964548729,0.02880197216,0.1146840223
T_1D_to_Ux_1D,105,0.525,0.144803696,0.02000667258,0.02814714367,0.1247970234
T_1D_to_Ux_1D,106,0.53,0.1395294354,0.01973112068,0.02728451857,0.1197983147
T_1D_to_Ux_1D,107,0.535,0.1418607159,0.02045819842,0.02841240515,0.1214025175
T_1D_to_Ux_1D,108,0.54,0.1577265302,0.02051022153,0.02855677333,0.1372163086
T_1D_to_Ux_1D,109,0.545,0.1396612749,0.02026369919,0.0303145696,0.1193975757
T_1D_to_Ux_1D,110,0.55,0.1325744423,0.01983747012,0.02857088021,0.1127369722
T_1D_to_Ux_1D,111,0.555,0.1392221902,0.01948909556,0.0263391484,0.1197330947
T_1D_to_Ux_1D,112,0.56,0.1333138421,0.02047585652,0.02954254404,0.1128379856
T_1D_to_Ux_1D,113,0.565,0.1313682036,0.02074711654,0.02863643474,0.110621087
T_1D_to_Ux_1D,114,0.57,0.1142490582,0.02065395951,0.02930191676,0.09359509869
T_1D_to_Ux_1D,115,0.575,0.07966776301,0.02038772705,0.0287355374,0.05928003596
T_1D_to_Ux_1D,116,0.58,0.05767923629,0.02031139362,0.0314904471,0.03736784267
T_1D_to_Ux_1D,117,0.585,0.02958984346,0.02028366262,0.02815360311,0.009306180837
T_1D_to_Ux_1D,118,0.59,0.06769669554,0.02007849889,0.02911153062,0.04761819665
T_1D_to_Ux_1D,119,0.595,0.08836608417,0.02040374208,0.02752175942,0.06796234208
T_1D_to_Ux_1D,120,0.6,0.1128080373,0.02000576691,0.02954136357,0.09280227037
Ux_3D_to_T_3D,1,0.005,0.3846241731,0.02919968066,0.03851313426,0.3554244924
Ux_3D_to_T_3D,2,0.01,0.2848185222,0.0280868402,0.0371567654,0.256731682
Ux_3D_to_T_3D,3,0.015,0.210973061,0.02726546227,0.03657396202,0.1837075987
Ux_3D_to_T_3D,4,0.02,0.1056641283,0.02886756076,0.03821840707,0.07679656756
Ux_3D_to_T_3D,5,0.025,0.1987950433,0.02819741146,0.03558260598,0.1705976319
Ux_3D_to_T_3D,6,0.03,0.3042718793,0.02877834499,0.03927980712,0.2754935344
Ux_3D_to_T_3D,7,0.035,0.32937661,0.02957223538,0.03983206817,0.2998043746
Ux_3D_to_T_3D,8,0.04,0.3234637925,0.02933934518,0.03959072425,0.2941244474
Ux_3D_to_T_3D,9,0.045,0.2994890776,0.02831767777,0.03732287302,0.2711713998
Ux_3D_to_T_3D,10,0.05,0.2645163261,0.02824654819,0.03946549636,0.2362697779
Ux_3D_to_T_3D,11,0.055,0.2644039376,0.02811871677,0.0377940562,0.2362852208
Ux_3D_to_T_3D,12,0.06,0.2496629461,0.0282637092,0.03634625456,0.2213992369
Ux_3D_to_T_3D,13,0.065,0.2381183332,0.02870528128,0.03831487817,0.2094130519
Ux_3D_to_T_3D,14,0.07,0.1767371403,0.02894095017,0.03847185064,0.1477961901
Ux_3D_to_T_3D,15,0.075,0.2047366616,0.02827962605,0.0400493034,0.1764570355
Ux_3D_to_T_3D,16,0.08,0.278508566,0.02887466854,0.04052196506,0.2496338974
Ux_3D_to_T_3D,17,0.085,0.3288900329,0.02915219323,0.03795604476,0.2997378396
Ux_3D_to_T_3D,18,0.09,0.3034479583,0.02820084288,0.03776666698,0.2752471154
Ux_3D_to_T_3D,19,0.095,0.3224369316,0.02942557222,0.03861299595,0.2930113593
Ux_3D_to_T_3D,20,0.1,0.2320891019,0.02792079636,0.03475838577,0.2041683056
Ux_3D_to_T_3D,21,0.105,0.1842640303,0.02864814834,0.03712966464,0.1556158819
Ux_3D_to_T_3D,22,0.11,0.3164202578,0.02888479903,0.03687841783,0.2875354588
Ux_3D_to_T_3D,23,0.115,0.2727514071,0.02944980648,0.03951574601,0.2433016006
Ux_3D_to_T_3D,24,0.12,0.2375641246,0.02936222471,0.04028059672,0.2082018999
Ux_3D_to_T_3D,25,0.125,0.2938836973,0.02969930085,0.03989630272,0.2641843964
Ux_3D_to_T_3D,26,0.13,0.2850079473,0.02901077909,0.03776994706,0.2559971682
Ux_3D_to_T_3D,27,0.135,0.3526082056,0.02829931035,0.03743954773,0.3243088952
Ux_3D_to_T_3D,28,0.14,0.3878028414,0.02915876886,0.03782302443,0.3586440725
Ux_3D_to_T_3D,29,0.145,0.3986741545,0.02934545899,0.0384737616,0.3693286955
Ux_3D_to_T_3D,30,0.15,0.3508836348,0.02988013953,0.04057397137,0.3210034953
Ux_3D_to_T_3D,31,0.155,0.3240110522,0.02940096728,0.03873579778,0.294610085
Ux_3D_to_T_3D,32,0.16,0.3283132616,0.02960780763,0.03865653907,0.298705454
Ux_3D_to_T_3D,33,0.165,0.3352033293,0.02933974963,0.03829426973,0.3058635797
Ux_3D_to_T_3D,34,0.17,0.2713052693,0.02874025679,0.03719630815,0.2425650125
Ux_3D_to_T_3D,35,0.175,0.2129745324,0.03013787874,0.03969115234,0.1828366536
Ux_3D_to_T_3D,36,0.18,0.1121076528,0.02898564094,0.036704146,0.08312201183
Ux_3D_to_T_3D,37,0.185,0.1511796956,0.03050244579,0.04208225175,0.1206772498
Ux_3D_to_T_3D,38,0.19,0.2743912927,0.02978618461,0.04043005966,0.2446051081
Ux_3D_to_T_3D,39,0.195,0.3302225139,0.03028968083,0.04115980932,0.2999328331
Ux_3D_to_T_3D,40,0.2,0.3306049665,0.02885739356,0.03752015343,0.3017475729
Ux_3D_to_T_3D,41,0.205,0.3132199787,0.02904254922,0.03910017462,0.2841774295
Ux_3D_to_T_3D,42,0.21,0.2750484486,0.02852723354,0.03900687636,0.2465212151
Ux_3D_to_T_3D,43,0.215,0.2806564992,0.02923559254,0.03876699456,0.2514209067
Ux_3D_to_T_3D,44,0.22,0.2556024041,0.02845113569,0.03780913051,0.2271512684
Ux_3D_to_T_3D,45,0.225,0.2408914114,0.02904516483,0.04019394598,0.2118462465
Ux_3D_to_T_3D,46,0.23,0.1968988461,0.03080137204,0.04238079709,0.166097474
Ux_3D_to_T_3D,47,0.235,0.1809640572,0.02918955758,0.04046066479,0.1517744996
Ux_3D_to_T_3D,48,0.24,0.2628271437,0.03003165882,0.04054303332,0.2327954849
Ux_3D_to_T_3D,49,0.245,0.3164942516,0.02889311218,0.03877381867,0.2876011395
Ux_3D_to_T_3D,50,0.25,0.2854193541,0.02933805043,0.03734956913,0.2560813036
