# Solver information
# Time            	U_solver          	Ux_initial        	Ux_final          	Ux_iters          	Uy_initial        	Uy_final          	Uy_iters          	U_converged       	p_solver          	p_initial         	p_final           	p_iters           	p_converged       
0.000133534311143 	DILUPBiCGStab	1.7179384500e-03	1.5167194310e-10	2	4.7402995030e-02	1.1943803190e-10	3	false	GAMG	1.0000000000e+00	7.2483447800e-03	10	true
0.000293775484515 	DILUPBiCGStab	9.9843667940e-02	5.9051121540e-10	2	3.7466912980e-01	7.0879660010e-11	3	false	GAMG	3.9511985140e-01	3.1505513270e-03	7	true
0.000480869501089 	DILUPBiCGStab	1.3222034530e-01	3.7899280880e-11	3	4.3369765230e-01	4.3200356220e-10	3	false	GAMG	4.4511694220e-01	4.2740014300e-03	6	true
0.000705382320978 	DILUPBiCGStab	5.7509542660e-02	7.0671665220e-10	2	1.4048480820e-01	1.9943180780e-10	3	false	GAMG	5.8386902070e-01	5.4722393110e-03	6	true
0.000973567277896 	DILUPBiCGStab	1.3461976080e-02	6.8550689120e-10	2	7.5508059220e-02	2.1291308970e-10	3	false	GAMG	6.9495994500e-01	6.2781417600e-03	5	true
0.00128984979921  	DILUPBiCGStab	7.4198530250e-03	7.6482503170e-10	2	5.9982264680e-02	3.3584965490e-10	3	false	GAMG	5.0404866720e-01	3.5857271410e-03	6	true
0.00165455164647  	DILUPBiCGStab	3.0835150510e-03	3.2987638200e-11	3	2.3447798720e-02	4.1343943400e-10	3	false	GAMG	3.4824403600e-01	2.2331484930e-03	5	true
0.00206771197159  	DILUPBiCGStab	2.0153055050e-03	4.8836579300e-11	3	1.6378181030e-02	4.8202579660e-10	3	false	GAMG	2.1929888120e-01	2.1289064430e-03	4	true
0.00252945586126  	DILUPBiCGStab	1.5568862570e-03	7.3987304500e-11	3	1.2579676450e-02	6.7328058920e-10	3	false	GAMG	1.8144018490e-01	1.5030900590e-03	4	true
0.00301779794826  	DILUPBiCGStab	1.1975298700e-03	8.6528394710e-11	3	1.0074309410e-02	7.0859260390e-10	3	false	GAMG	1.0187758470e-01	1.0143027140e-03	4	true
0.00350496727012  	DILUPBiCGStab	9.7659578870e-04	7.0536726490e-11	3	7.7822264680e-03	5.5158276470e-10	3	false	GAMG	6.0223058310e-02	5.5946466600e-04	4	true
0.00399237948033  	DILUPBiCGStab	8.4953828470e-04	5.6411563910e-11	3	6.5302093830e-03	4.5376108970e-10	3	false	GAMG	4.1101074170e-02	3.7743596010e-04	4	true
0.00448101961347  	DILUPBiCGStab	7.6475369690e-04	4.7043159640e-11	3	5.8436688030e-03	3.9586590960e-10	3	false	GAMG	3.1421587140e-02	2.7628879510e-04	4	true
0.00497153243394  	DILUPBiCGStab	7.0459321480e-04	9.8528405370e-10	2	5.3870500810e-03	3.4991086220e-10	3	false	GAMG	2.4773916470e-02	2.1764139410e-04	4	true
0.00546434403975  	DILUPBiCGStab	6.5935419560e-04	8.7220283720e-10	2	5.0428226750e-03	3.1076171530e-10	3	false	GAMG	2.1698262220e-02	1.8703309740e-04	4	true
0.00595974636207  	DILUPBiCGStab	6.2255308470e-04	7.8279493180e-10	2	4.7661069450e-03	2.7788519650e-10	3	false	GAMG	1.9052350360e-02	1.7061623870e-04	4	true
0.00645796387354  	DILUPBiCGStab	5.9291463480e-04	7.1090226900e-10	2	4.5356810930e-03	2.5076519470e-10	3	false	GAMG	1.7463475030e-02	1.5121047720e-04	4	true
0.00695918381509  	DILUPBiCGStab	5.6800377850e-04	6.5090829560e-10	2	4.3407702990e-03	2.2863997900e-10	3	false	GAMG	1.6448264210e-02	1.3935687860e-04	4	true
0.00746357018381  	DILUPBiCGStab	5.4742200970e-04	5.9981783570e-10	2	4.1619089580e-03	2.1093612650e-10	3	false	GAMG	1.5676678160e-02	1.2898682580e-04	4	true
0.00797126400581  	DILUPBiCGStab	5.2955441970e-04	5.5534656820e-10	2	4.0047294920e-03	1.9700885000e-10	3	false	GAMG	1.5390374410e-02	1.1946291300e-04	4	true
0.0084823782127   	DILUPBiCGStab	5.1380599010e-04	5.1654082200e-10	2	3.8700785470e-03	1.8541359360e-10	3	false	GAMG	1.5097033120e-02	1.1475645400e-04	4	true
0.00899699162584  	DILUPBiCGStab	4.9957177090e-04	4.8214227900e-10	2	3.7639091280e-03	1.7568525640e-10	3	false	GAMG	1.5253701500e-02	1.0670360920e-04	4	true
0.00951514664781  	DILUPBiCGStab	4.8650352280e-04	4.5165659110e-10	2	3.6727009640e-03	1.6739182300e-10	3	false	GAMG	1.5105625950e-02	1.0398113060e-04	4	true
0.0100368494624   	DILUPBiCGStab	4.7429477530e-04	4.2450785110e-10	2	3.5951170190e-03	1.6030779290e-10	3	false	GAMG	1.5150158100e-02	1.0052218840e-04	4	true
0.0105620727477   	DILUPBiCGStab	4.6299716910e-04	4.0013277060e-10	2	3.5257054780e-03	1.5404252700e-10	3	false	GAMG	1.5292163880e-02	9.8246851300e-05	4	true
0.011090760884    	DILUPBiCGStab	4.5216566350e-04	3.7793572520e-10	2	3.4703732730e-03	1.4850282660e-10	3	false	GAMG	1.5366679160e-02	9.7644433700e-05	4	true
