pair,lag_samples,lag_s,te_bits,surr_mean_bits,surr_p95_bits,excess_te_bits
Ux_1D->T_1D,28,0.28,0.009873130383,0.01954684825,0.02148896086,0
Ux_1D->T_1D,29,0.29,0.01015414879,0.01963043997,0.02117300183,0
Ux_1D->T_1D,30,0.3,0.01044344361,0.01970046953,0.02198173838,0
Ux_1D->T_1D,31,0.31,0.01074145079,0.0197402529,0.02152771554,0
Ux_1D->T_1D,32,0.32,0.01104864138,0.01968084602,0.02146311691,0
Ux_1D->T_1D,33,0.33,0.01136552536,0.02001385498,0.02187182755,0
Ux_1D->T_1D,34,0.34,0.01169265612,0.02000410325,0.02157368306,0
Ux_1D->T_1D,35,0.35,0.01203063546,0.02006312767,0.02188396479,0
Ux_1D->T_1D,36,0.36,0.01238011942,0.01993724466,0.02226611876,0
Ux_1D->T_1D,37,0.37,0.01274182496,0.0198507528,0.02196831143,0
Ux_1D->T_1D,38,0.38,0.01311653775,0.02010455663,0.0218166417,0
Ux_1D->T_1D,39,0.39,0.01350512125,0.02027013868,0.02273310852,0
Ux_1D->T_1D,40,0.4,0.0108550925,0.02021917105,0.02175868445,0
T_1D->Ux_1D,1,0.01,0.03322536823,0.04292339692,0.0513682554,0
T_1D->Ux_1D,2,0.02,0.03354900386,0.04375466898,0.05263325593,0
T_1D->Ux_1D,3,0.03,0.03389050158,0.0434450622,0.05171901434,0
T_1D->Ux_1D,4,0.04,0.03425100788,0.04309421756,0.05190708939,0
T_1D->Ux_1D,5,0.05,0.03463179675,0.04357667325,0.05134876074,0
T_1D->Ux_1D,6,0.06,0.03503428782,0.04383132426,0.05176288712,0
T_1D->Ux_1D,7,0.07,0.03546006791,0.04416792454,0.0512753006,0
T_1D->Ux_1D,8,0.08,0.03591091699,0.04373263014,0.05162493466,0
T_1D->Ux_1D,9,0.09,0.03638883938,0.04423649076,0.05317641603,0
T_1D->Ux_1D,10,0.1,0.03689610173,0.04412121383,0.05194335373,0
T_1D->Ux_1D,11,0.11,0.03640037117,0.03914076244,0.04743790528,0
T_1D->Ux_1D,12,0.12,0.0372211634,0.03959295607,0.04660745717,0
T_1D->Ux_1D,13,0.13,0.03809158322,0.0398768892,0.05017017419,0
