phase_bin,phase_deg,x_m,x_mm,Nu_fin_z_min,Nu_fin_z_max
1,33.75,-0.0001676725000000004,-0.1676725000000004,4.94254051722645,4.876257331960062
1,33.75,0.0001784724999999987,0.1784724999999987,1.2275299882755515,1.2286362946017717
1,33.75,0.0005246174999999987,0.5246174999999986,5.356596302416717,5.3601177914311755
1,33.75,0.0008707624999999995,0.8707624999999994,4.688468826208644,4.701999566800497
1,33.75,0.0012169074999999994,1.2169074999999994,1.1737246527195992,1.1741988638122134
1,33.75,0.0015630524999999985,1.5630524999999986,3.870221980648508,3.870988548399783
1,33.75,0.0019091974999999994,1.9091974999999994,4.795880773829915,4.804170319305739
1,33.75,0.0022553425,2.2553425000000002,0.524184093936078,0.5240692803721295
1,33.75,0.0026014874999999993,2.6014874999999993,3.7461080626348795,3.7445106031749376
1,33.75,0.0029476324999999984,2.9476324999999983,4.1647546628017595,4.145813171165035
1,33.75,0.0032937774999999975,3.2937774999999974,3.3231982450283275,3.296384164664374
1,33.75,0.0036399224999999983,3.639922499999998,0.35929567347564745,0.3579026601818881
1,33.75,0.003986067499999999,3.986067499999999,3.7251008575409514,3.725839354566248
1,33.75,0.004332212499999998,4.332212499999998,3.1624410509917507,3.1597321338738595
1,33.75,0.004678357499999999,4.678357499999999,0.14883899895372557,0.14831225407070492
1,33.75,0.0050245025,5.0245025,3.050567435211322,3.0507190760095324
1,33.75,0.005370647499999999,5.370647499999999,2.6335248304710666,2.6309475203069557
1,33.75,0.005716792499999998,5.716792499999998,0.30705704951539836,0.30514050941500354
1,33.75,0.006062937499999997,6.062937499999997,2.20694184397736,2.203968872334494
1,33.75,0.006409082499999998,6.409082499999998,2.344977937144921,2.345102097409482
1,33.75,0.006755227499999999,6.755227499999998,3.1238019075555803,3.1191747705203197
1,33.75,0.007101372499999998,7.101372499999998,nan,nan
1,33.75,0.007447517499999999,7.447517499999999,2.831878413138758,2.8227632028516325
1,33.75,0.0077936624999999995,7.7936625,3.229095988119543,3.221175015098144
1,33.75,0.008139807499999999,8.139807499999998,nan,nan
1,33.75,0.008485952499999998,8.485952499999998,2.9374857847553084,2.924493767625231
1,33.75,0.008832097499999997,8.832097499999996,3.2942377135266123,3.28066337988386
1,33.75,0.009178242499999998,9.178242499999998,nan,nan
1,33.75,0.009524387499999998,9.524387499999998,3.008027515246413,2.9855134644697836
1,33.75,0.009870532499999998,9.870532499999998,3.3379558694768074,3.31219566921636
1,33.75,0.010216677499999998,10.216677499999998,3.0832262217691273,3.0400293526771525
1,33.75,0.0105628225,10.5628225,nan,nan
1,33.75,0.010908967499999998,10.908967499999997,3.412463062674187,3.3618518683602625
1,33.75,0.011255112499999997,11.255112499999997,3.222040411391407,3.139567070926151
1,33.75,0.011601257499999997,11.601257499999997,nan,nan
1,33.75,0.011947402499999997,11.947402499999997,3.595572007721687,3.4955930431888373
1,33.75,0.012293547499999998,12.293547499999999,3.548895551701732,3.3881670933678905
1,33.75,0.012639692499999997,12.639692499999997,nan,nan
1,33.75,0.012985837499999998,12.985837499999999,4.243651675355405,4.019347149031545
1,33.75,0.013331982499999999,13.331982499999999,5.368744976651991,4.917711495825232
1,33.75,0.013678127499999998,13.678127499999999,3.170258692582133,2.97612289097594
2,56.25,-0.0136673275,-13.667327499999999,13.0156593284277,13.015956848351403
2,56.25,-0.0133211825,-13.3211825,nan,nan
2,56.25,-0.012975037499999998,-12.975037499999997,21.814528064464096,21.81524794030482
2,56.25,-0.012628892499999999,-12.6288925,nan,nan
2,56.25,-0.0122827475,-12.2827475,nan,nan
2,56.25,-0.0119366025,-11.936602500000001,15.476583022798943,15.476978779157484
2,56.25,-0.011590457499999998,-11.590457499999998,nan,nan
2,56.25,-0.011244312499999999,-11.2443125,nan,nan
2,56.25,-0.0108981675,-10.8981675,12.069431990838282,12.06907984728956
2,56.25,-0.010552022500000001,-10.552022500000001,nan,nan
2,56.25,-0.010205877499999998,-10.205877499999998,nan,nan
2,56.25,-0.0098597325,-9.8597325,10.285337224325627,10.284600850604578
2,56.25,-0.0095135875,-9.5135875,nan,nan
2,56.25,-0.009167442500000001,-9.167442500000002,nan,nan
2,56.25,-0.008821297499999999,-8.821297499999998,9.244410160887288,9.243702215673103
2,56.25,-0.0084751525,-8.4751525,nan,nan
2,56.25,-0.0081290075,-8.1290075,nan,nan
2,56.25,-0.0077828625,-7.7828625,8.656506914118443,8.65606199948593
2,56.25,-0.0074367175,-7.4367175,nan,nan
2,56.25,-0.0070905725,-7.0905724999999995,nan,nan
2,56.25,-0.0067444275000000005,-6.7444275000000005,8.2138662664816,8.213737739573073
2,56.25,-0.0063982825,-6.3982825,6.164169978865093,6.16395572016553
2,56.25,-0.0060521375,-6.0521375,5.23503485057109,5.235855328411957
2,56.25,-0.0057059925,-5.7059925,2.8667652578248277,2.8666303708170413
2,56.25,-0.005359847500000001,-5.359847500000001,4.3832357661080055,4.383045021938126
2,56.25,-0.005013702500000001,-5.013702500000001,5.880243912326101,5.888236471885736
2,56.25,-0.0046675575,-4.6675575,2.4857389035768787,2.4855848760032315
2,56.25,-0.0043214125,-4.3214125,4.819717254482913,4.813963839031434
2,56.25,-0.003975267500000001,-3.9752675000000006,5.813680285187715,5.84466320086492
2,56.25,-0.003629122500000001,-3.6291225000000007,3.0083138305703425,3.0096137635483857
2,56.25,-0.0032829775,-3.2829775,4.2783162442053735,4.288521828354991
2,56.25,-0.0029368325,-2.9368325,5.762334526185528,5.699335414413972
2,56.25,-0.002590687500000001,-2.590687500000001,3.5095466820871115,3.5174728307031513
2,56.25,-0.002244542500000001,-2.244542500000001,1.7688660521297204,1.7723395039413221
2,56.25,-0.0018983975000000002,-1.8983975000000002,5.443874837550575,5.44892203932851
2,56.25,-0.0015522525000000002,-1.5522525000000003,2.8696265180276286,2.875007902526778
2,56.25,-0.0012061075000000011,-1.2061075000000012,1.9372080204937103,1.9399746565093612
2,56.25,-0.0008599625000000012,-0.8599625000000012,4.533016473475826,4.535918666526994
2,56.25,-0.0005138175000000004,-0.5138175000000004,2.0928386525445766,2.0957158610579305
2,56.25,-0.0001676725000000004,-0.1676725000000004,4.951978408643607,4.885346645034548
2,56.25,0.0001784724999999987,0.1784724999999987,1.230092649393222,1.2310443664495208
2,56.25,0.0005246174999999987,0.5246174999999986,5.366920898142767,5.370138693533799
2,56.25,0.0008707624999999995,0.8707624999999994,4.697482628302202,4.7107313245071865
2,56.25,0.0012169074999999994,1.2169074999999994,1.1763091457617851,1.1765470838580958
2,56.25,0.0015630524999999985,1.5630524999999986,3.8778411935353803,3.8782616226854274
2,56.25,0.0019091974999999994,1.9091974999999994,4.805168305054946,4.8130719688440005
2,56.25,0.0022553425,2.2553425000000002,0.5254684327416097,0.5251599433089778
2,56.25,0.0026014874999999993,2.6014874999999993,3.7535816430306665,3.751545715819459
2,56.25,0.0029476324999999984,2.9476324999999983,4.172906008992929,4.15349505289469
2,56.25,0.0032937774999999975,3.2937774999999974,3.3299574797044578,3.3025664891943114
2,56.25,0.0036399224999999983,3.639922499999998,0.3602093287201784,0.3585550134106748
2,56.25,0.003986067499999999,3.986067499999999,3.732427044709901,3.7326832361990476
2,56.25,0.004332212499999998,4.332212499999998,3.1687770311642276,3.1655047107714243
2,56.25,0.004678357499999999,4.678357499999999,0.14863839721843705,0.14832587998844188
2,56.25,0.0050245025,5.0245025,3.0561796693060126,3.0561029631058396
2,56.25,0.005370647499999999,5.370647499999999,2.6380354862510247,2.635460897142211
