label,reason,target_phase_deg,selected_time_s,selected_phase_deg,phase_error_deg,cl_bandpassed,dcl_dt
cl_zero_down,"lift zero-crossing, descending branch",11.25,2.72,11.480889108231402,0.23088910823139486,0.022275058519800238,-0.24175024562441827
cl_zero_up,"lift zero-crossing, ascending branch",78.75,7.44,78.67187366614066,-0.07812633385935897,0.0011026278966903324,-0.09187554422903209
nu_global_max,maximum Nu_tube/Nu_fins/Nu_EB phase,123.75,6.88,123.56236733673705,-0.1876326632629457,-0.00228594600787637,-0.06543946880192564
cl_min_qtube_max,Cl minimum and Q_tube maximum phase,236.25,3.84,241.0837452874401,4.8337452874401095,-0.003376764373236533,0.10808696263205353
cl_max,Cl maximum phase,281.25,2.16,281.3945742246654,0.14457422466540493,0.028885317127244334,2.3206820556725427
qfins_qwall_max,Q_fins and Q_wall maximum phase,303.75,5.04,304.9738314139337,1.2238314139336808,0.0012416621147639403,0.016264824867577868
