lag_s,te_bits,surrogate_mean_bits,surrogate_p95_bits,surrogate_p99_bits,z_score,p_empirical,pair
0.1599999999999966,0.10002445498399415,0.04899333394263826,0.06978786856905408,0.07867619582556629,4.469813825606992,0.00398406374501992,Cl->Nu_EB
0.23999999999999488,0.16147254148510778,0.04616718302706244,0.0628097953600353,0.07227505635404034,11.63724492317238,0.00398406374501992,Cl->Nu_EB
0.3199999999999932,0.11016416700390728,0.04324410704340698,0.05477663943918756,0.05914658910302708,8.310624412898246,0.00398406374501992,Cl->Nu_EB
0.47999999999998977,0.13189459601981698,0.06772258642807773,0.10793457868916216,0.13391922933869282,3.0447060954194316,0.0199203187250996,Cl->Nu_EB
0.004999999999999893,0.028902554246723614,0.011479021834891733,0.027012648533315642,0.03503701435257405,2.3271396301532676,0.0398406374501992,Nu_EB->Cl
0.009999999999999787,0.05494317431200935,0.020685328795071484,0.05007238782811203,0.07029842988868706,2.3985448706101926,0.04780876494023904,Nu_EB->Cl
0.019999999999999574,0.10176981004286895,0.04595135836665702,0.0814394045750527,0.10397845704888312,2.986574836405332,0.0199203187250996,Nu_EB->Cl
0.03999999999999915,0.11668093291209769,0.06051951234808191,0.10008012649972096,0.12717167400049348,2.5408866711033964,0.035856573705179286,Nu_EB->Cl
0.05999999999999872,0.08766353755877021,0.03592903542436602,0.06994109935575285,0.08037695157907447,3.201227495857174,0.01195219123505976,Nu_EB->Cl
0.0799999999999983,0.026151093932058205,0.015898227853998224,0.02886333398918933,0.03337988257289985,1.540742574006925,0.09561752988047809,Nu_EB->Cl
0.11999999999999744,0.11002329358823258,0.049195617921036924,0.07680297325335769,0.08478804794491863,4.065282810183869,0.00398406374501992,Nu_EB->Cl
0.1599999999999966,0.038868768984313615,0.01384857916717213,0.02261185104319955,0.025946010238202654,5.140586620119212,0.00398406374501992,Nu_EB->Cl
0.23999999999999488,0.059512535758599355,0.016530484490318947,0.02712123566309243,0.032249527791542255,7.945219029133255,0.00398406374501992,Nu_EB->Cl
0.3199999999999932,0.0718666789612085,0.018924065249973282,0.02693317249000521,0.02996287777806912,11.69823338839521,0.00398406374501992,Nu_EB->Cl
0.47999999999998977,0.09528394649583949,0.05016472691066566,0.10048472820233624,0.1159501368780327,1.9299595176423823,0.07171314741035857,Nu_EB->Cl
