x_m,x_mm,mean_min,mean_max,rms_min,rms_max,sym_mean,anti_mean,A1_min,A1_max,A2_min,A2_max,phase1_min,phase1_max,phase2_min,phase2_max,coh_min,coh_max,lag_min,lag_max,corr_min,corr_max,fin_pair_corr,active_min,active_max,valid_min,valid_max
-0.008821297499999999,-8.821297499999998,9.226005806555195,9.225342143164726,0.06850641431328633,0.06848150111115038,9.22567397485996,-0.0003318316952315,0.02439909871869769,0.024346808127644504,0.01642694420744755,0.016420021792264636,-1.3087508944256212,-1.3076981099774352,2.3798637845765676,2.378222679383682,0.5959926409882581,0.5971585055034574,-0.0799999999999983,-0.0799999999999983,-0.40724367472064393,-0.4070562056387119,0.9999976761250234,1.0,1.0,1.0,1.0
-0.0084751525,-8.4751525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
-0.0081290075,-8.1290075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
-0.0077828625,-7.7828625,8.63926317526408,8.63887293635331,0.06417517792428364,0.06414871439285398,8.639068055808696,-0.00019511945537187416,0.02286511063675768,0.0228012142747744,0.015378359574321317,0.015370180856231026,-1.3087874914660784,-1.3073628814546274,2.3787408174015305,2.376472736019349,0.595932601392578,0.5974299996574091,-0.0799999999999983,-0.0799999999999983,-0.40791408949637287,-0.4077230575796812,0.9999959552587824,1.0,1.0,1.0,1.0
-0.0074367175,-7.4367175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
-0.0070905725,-7.0905724999999995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
-0.0067444275000000005,-6.7444275000000005,8.19748416091335,8.197431534782533,0.06088874545738249,0.06085842609796303,8.197457847847947,-2.631306540328543e-05,0.02167912867728644,0.021592558595661827,0.014628549447642447,0.014616423440164967,-1.3091074996599414,-1.3071735694894737,2.3839292102838967,2.3804924353688133,0.5952465666443719,0.597161596652779,-0.0799999999999983,-0.0799999999999983,-0.40769301199190006,-0.4074654310942484,0.9999917319533216,1.0,1.0,1.0,1.0
-0.0063982825,-6.3982825,6.1518679689874745,6.151736523044136,0.04571403116287599,0.04568696408452554,6.151802246015805,-6.5722971663824e-05,0.016247495259140342,0.016157050977615037,0.011030948620531765,0.011014400508540892,-1.3100748426131423,-1.3078809782003233,2.391101262538887,2.3859368339387763,0.5939339985646094,0.5958045702321692,-0.0799999999999983,-0.0799999999999983,-0.40821092684752497,-0.40802838877959374,0.9999849433001757,1.0,1.0,1.0,1.0
-0.0060521375,-6.0521375,5.224585517916184,5.2254770105917485,0.038827954221202554,0.03880786266858565,5.225031264253964,0.00044574633778353,0.013817268276606322,0.013739055711835237,0.009356372865671592,0.009345848053546343,-1.30957112781175,-1.3069918181753317,2.387386415158215,2.3822577468831487,0.5941913299571373,0.5967665794128107,-0.0799999999999983,-0.0799999999999983,-0.40858305874723777,-0.4082302568904244,0.9999823115813846,1.0,1.0,1.0,1.0
-0.0057059925,-5.7059925,2.8610399713047276,2.860960064442792,0.021301961705251792,0.021285784350603403,2.8610000178737547,-3.99534309675587e-05,0.0075771669731400215,0.007519399737235549,0.005138927719067473,0.005129505283614528,-1.3106894646507683,-1.3079818933156255,2.386569003150098,2.3793744518567634,0.5928866210444155,0.5953741369777904,-0.0799999999999983,-0.0799999999999983,-0.4116089383318136,-0.41137349895637226,0.9999708534367338,0.0,0.0,1.0,1.0
-0.005359847500000001,-5.359847500000001,4.3744815619885875,4.37439039687492,0.03265665453194342,0.032628494628774964,4.374435979431753,-4.558255683529577e-05,0.011591474117651858,0.011488713504261757,0.00791665270030362,0.00790152156455787,-1.3089625999032748,-1.30594691948819,2.3864850823793695,2.3782207209895203,0.5923614571182646,0.5952880303055271,-0.0799999999999983,-0.0799999999999983,-0.4167107940564455,-0.4164244911195563,0.9999599887253059,1.0,1.0,1.0,1.0
-0.005013702500000001,-5.013702500000001,5.8685042338012785,5.876595543271584,0.04370772709649187,0.04373769633796148,5.87254988853643,0.0040456547351494405,0.015537186333757445,0.015432940073757161,0.010573884964930572,0.010579671754632302,-1.3085301057813499,-1.304757472668186,2.3872857454650975,2.3804467044275825,0.593421816774731,0.5970490414027799,-0.0799999999999983,-0.0799999999999983,-0.41276403207335877,-0.41272480315942844,0.9999655181376498,1.0,1.0,1.0,1.0
-0.0046675575,-4.6675575,2.4807708153218004,2.480695917363473,0.018547896029268398,0.018527282062682185,2.480733366342633,-3.74489791664654e-05,0.006568071130429903,0.006488645914727469,0.004533634592517247,0.004523026916273588,-1.3095683044287476,-1.3059156880306482,2.3949360044284345,2.383808116732059,0.5899378341624661,0.5936798561955012,-0.0799999999999983,-0.0799999999999983,-0.419098361840065,-0.41872873493431556,0.9999244640052355,0.0,0.0,1.0,1.0
