mode,singular_value,energy_pct,cum_energy_pct
1,0.0003677399765,83.27518656,83.27518656
2,0.0001603800011,15.83924041,99.11442697
3,3.447646541e-05,0.7319465966,99.84637356
4,1.414360143e-05,0.1231838986,99.96955746
5,6.107591493e-06,0.02297068198,99.99252814
6,3.028662653e-06,0.005648533784,99.99817668
7,1.117557235e-06,0.0007690834661,99.99894576
8,1.068432207e-06,0.0007029555565,99.99964872
9,7.552879968e-07,0.0003512845845,100
10,1.091798802e-12,7.340390303e-16,100
