pair,peak_freq_Hz,peak_coherence
probe_0_1D,3.076923077,0.7040315395
probe_1_2D,3.076923077,0.128628311
probe_2_3D,3.076923077,0.06592107298
Uy_probe_0,3.076923077,0.7039792086
